word e1 e2 e3 e4 e5 e6 e7 e8 e9 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20 e21 e22 e23 e24 e25 e26 e27 e28 e29 e30 e31 e32 e33 e34
sent 0.6257118509514337 0.5542392800303864 0.7436113440135081 0.6789037872427083 0.6786522847672568 0.9297848019027782 0.7313292659069999 0.8006422037820753 0.5875975923599547 0.8151238640673593 0.6869849447198816 0.6490042587883998 0.5922490833185375 0.6196451992010836 0.598706394589441 0.4655860787074748 0.8317900843640841 0.7726653152948861 0.7677066314253984 0.7021099215984896 0.5895851253355975 0.802287208907731 0.5671279014194954 0.5933747777647008 0.3444385407640752 0.6417845055343282 0.4808095689325428 0.4350466112521057 0.5572674132225766 0.47330909499352236 0.5884192380689095 0.6170201572355807 0.6854793187111361 0.6329783348198276
to 0.5901652110981158 0.5119084148770765 0.5364495582534385 0.5851135846110118 0.5728587302192639 0.6904997491371357 0.5370071228369018 0.566500054547966 0.4950491912352901 0.5517073791737115 0.5932861516872346 0.5150668413474884 0.444753602791094 0.4401766689767872 0.5099923921910006 0.4463263162974479 0.5701269722250227 0.5845267391731902 0.5270744935099184 0.5368447824364844 0.47071072988651375 0.5101015174405006 0.4239159375318415 0.49082964980820326 0.389847982810191 0.5186252508229746 0.3331160530636644 0.3619200118863807 0.42384505572040704 0.40085884537732824 0.4672364583654685 0.5854258676657688 0.5812757582259843 0.5420533692704033
prison 0.6916598143907794 0.4927712173179912 0.5616852447230019 0.5984147268713784 0.4469640324155258 0.7604232374236967 0.45402677769795174 0.5409360905047053 0.4198969674194737 0.649092944612138 0.609229335947555 0.6149405994963343 0.5863461244566704 0.6115143000092053 0.5178697943835009 0.3814840380580989 0.5137447342441076 0.5927841633537299 0.4553844227487681 0.6182756119895622 0.4099099657966761 0.632297193691798 0.31623302070709947 0.5762002528821588 0.3951152858207569 0.6853442737883023 0.3402587961415651 0.306878326730904 0.4465943996873404 0.44154663750229795 0.5856662764775626 0.5414912792473829 0.5179046824668126 0.5171717951404012
tell 0.44524535634591167 0.4357254221084565 0.5416025462990313 0.5933988959638101 0.5819623641291914 0.7421487813236188 0.4244268542398307 0.44298431872889155 0.4806728917021855 0.4527875604529354 0.5251747110397481 0.6116886524130648 0.35829822136986184 0.4824640133503954 0.4603575102227026 0.470804786684912 0.4121463573909062 0.4727149745413995 0.39195225711958465 0.4491185216432977 0.3822062440405646 0.5136716944384504 0.47855964273980106 0.5740354441216876 0.4784851509540216 0.6162059828141195 0.2514608577390127 0.31533340595001697 0.41881725769449557 0.4046251730583705 0.42860513431121405 0.4707677912163976 0.5394471776859365 0.3657829093471535
me 0.4945343965848946 0.4490438090421661 0.5026312917502752 0.5414305686690255 0.5281676781286431 0.6910583660867026 0.4760645429142808 0.5400433922502066 0.4262530079338432 0.544470340661848 0.5532978767642022 0.5519011076121876 0.46452720885502935 0.5123497365264712 0.5211346287908735 0.48484441541562473 0.5144370086835994 0.5149038166259431 0.3947433345578873 0.44928493821868115 0.40036906183090276 0.5043589936098061 0.4588274081263973 0.6017190753136812 0.42293134595437726 0.5788180337551607 0.28613365854958883 0.31966879764842415 0.45803630862147215 0.3895077414642162 0.44599732341388193 0.49911029180514177 0.5522347286536864 0.44698438541662877
what 0.5378079068197202 0.4674798673214055 0.46109108926952797 0.496689699183353 0.5444432362032859 0.6634769635546641 0.49581941242148264 0.45503755256599737 0.5242948056341616 0.5136982363543717 0.5417873820345572 0.5573609258525902 0.3996025846484577 0.46055526396373647 0.5234037109528114 0.4851950741665848 0.46114497863761056 0.47601498775072404 0.39146006852073123 0.402005362665222 0.49470628995855925 0.5039051577904795 0.42477832819634453 0.5335950120348161 0.3792027728161985 0.6179059317678428 0.29577142165927184 0.31517580348519925 0.44003766820983525 0.3844616088341248 0.5024260274207963 0.5033292805074684 0.5004573348768758 0.42588856208042414
really 0.44749397997954266 0.5698834864820949 0.22229210524260054 0.4364990661757419 0.3505507388745647 0.5279459785435061 0.5342624942230529 0.5940044960640033 0.5944862038867345 0.6541764939775776 0.816694352475124 0.7225373291364485 0.3757320046648034 0.41675223009591206 0.7489155554745989 0.5112832750460521 0.5374051813880317 0.3910556909410493 0.4744007856255131 0.4230126488363799 0.579355536982677 0.5650553830761305 0.6731739367430105 0.838159454282801 0.6368301827771167 0.6957331409501388 0.40959141029983925 0.41418194419625376 0.6639529749325302 0.6242053685648452 0.7132604048884199 0.6528100717453299 0.40800530450938055 0.45257303598285936
happened 0.5109297312439343 0.5668353291915219 0.35888927991180497 0.4388104461991991 0.416492131044298 0.5650269775953224 0.5152208139237878 0.48391137222672775 0.5950953272538946 0.6383155590446671 0.6828087330123146 0.6836958192111743 0.4967685162779047 0.541677637703865 0.7135307970346536 0.5551896380390712 0.4448421044161052 0.48495164032885374 0.4155310714981628 0.44109726179063663 0.5161612726588197 0.583641435133925 0.5999717139457295 0.7100938439650423 0.4596959433225843 0.7377902712816619 0.35245052032840507 0.4223730182672789 0.6159270095620761 0.5397567611390481 0.6718363848752765 0.6982969658355748 0.45872203147273494 0.5019977492016863
the 0.5536614996164644 0.4655521096802503 0.5234831068800491 0.5667771661183512 0.5328491455275689 0.6637021922067382 0.4755449636554214 0.513468567383943 0.42763299637688484 0.5301253227143796 0.5555985484445427 0.5354436127962253 0.42763597782935825 0.4767837685326695 0.5252297020184222 0.471507554469776 0.5185957682161175 0.5467653023158974 0.46709421167315 0.5000955472197095 0.4389053427369545 0.4900292188456689 0.41462728716250696 0.4891875301391164 0.34477463983654655 0.5084787464774954 0.3001327823870199 0.3322152413718329 0.3820974988910402 0.3885148758345169 0.442340490164124 0.5502927815954568 0.5733675559630094 0.49428597596747553
truck 0.5990189198398477 0.5799558290169745 0.5866386613404965 0.6454444295613367 0.5764561947213218 0.6947218162330799 0.532129320750623 0.5155274247084489 0.4615872755073684 0.5370096082195794 0.5931721438203242 0.4461739244883385 0.4640118908601655 0.4927162949675387 0.6294368541815063 0.38416137836149533 0.6155648393666929 0.6321013003144829 0.5432066100244778 0.5701891879472167 0.45294182546609824 0.46076918481095275 0.43851816619592016 0.4224164983736594 0.3506682925822307 0.46422276174685895 0.3619952980449051 0.3644717813909876 0.4995738409026439 0.3685001499432493 0.509589237346686 0.6017982451175552 0.5677229714651476 0.5996181564123586
come 0.67546870511869 0.5587465499694739 0.7564598168627531 0.7502519332612411 0.719869103857339 0.8978979443658501 0.6445847773921259 0.8821563341349044 0.5186426905860766 0.8544368020695385 0.8849779284265006 0.8542775405621719 0.5832548036828273 0.8269933337574434 0.7500413515781686 0.6786431491013182 0.6751794005388498 0.7957825043669421 0.6945881795126154 0.7124724500746299 0.5945680921004771 0.7739223181479901 0.5811304226308698 0.8212500559819441 0.31034677121222826 0.7564315402840007 0.44803688282281273 0.4469615470817128 0.5181011553440698 0.5811640639446951 0.4937605431376122 0.5810326070033865 0.8137153646417025 0.5570818940068375
within 0.6276455483801958 0.5748166984210048 0.6464252228191447 0.6763553171354301 0.7326082093181654 0.8013774426832826 0.6623705259093405 0.6427576666460116 0.5318899546460683 0.5905033377649545 0.757107900529492 0.3659289533006199 0.5098742053740427 0.3491201615836068 0.6905073204534796 0.4742224054811767 0.6697895516207014 0.6057479178330153 0.6601692532681356 0.6015700495958284 0.6884517719880209 0.5358669336291352 0.5146881671260894 0.42014790169258154 0.4065081386731762 0.5201608141288441 0.4792030969479918 0.43916217330021745 0.4396640852936307 0.460605542965384 0.47723962893137556 0.5757251512268803 0.7009089205129484 0.5792879690390005
walls 0.5777761250267861 0.5903803737005568 0.5747300974999217 0.6332953879427226 0.6246021184704869 0.7110275509820131 0.5767077082626787 0.5742038312998027 0.30618429318305895 0.4304538873063768 0.7016668298289687 0.40813759004336536 0.46341531971009237 0.3653238359429089 0.6233221211552764 0.2437973217492139 0.551684946745053 0.5700366305460667 0.5013396096771771 0.4139685932838366 0.3772535651451376 0.5493687402029115 0.33834045043442496 0.40850480299042524 0.19960935637659777 0.3747743949056693 0.2922488910281607 0.2940068020415662 0.324906467415548 0.43198646741838936 0.3250351403323512 0.48639911186044593 0.6915111155120064 0.5658710139009407
escape 0.6082785315806143 0.4800149035797213 0.4969849381621772 0.5987423352902805 0.5466451279744933 0.6945033784941265 0.4542447512004517 0.6185533721378786 0.4380060725612473 0.5192804224825077 0.6307121927332291 0.520564191770408 0.37463563370198383 0.35852182680097233 0.48550761228936584 0.3627209164388067 0.5498201052387875 0.6167022105522604 0.4454403889247598 0.5216104627783236 0.5036391226284886 0.5955968109341986 0.39786779490034735 0.45726653446248483 0.3102673266876088 0.5120966731007228 0.33301506426240013 0.4150765662615526 0.43220471162756674 0.4997380450084624 0.4285928231392039 0.6330432098058388 0.6134644548446018 0.5936451591882298
enemy 0.6320734749396512 0.5762924497356322 0.6088075527370336 0.6886141307484642 0.6715324495511188 0.7323863388487658 0.5857778835401644 0.48942675134575847 0.6080170174216813 0.43043927924164277 0.5932857563804389 0.34615288671234873 0.6298971511909017 0.4048231170298371 0.4080903762856509 0.40014763585395197 0.6985457617734334 0.6036024267078927 0.5256617070169025 0.5477619546521988 0.5387360753906126 0.4774583372324609 0.43945682829476457 0.29841904385963997 0.3306218713258919 0.5215412937649546 0.3386784719765035 0.3365240543601132 0.4181004047945684 0.35376910691848457 0.42437617487063367 0.5125938006039905 0.6312691689033012 0.5986712348163201
is 0.5163417570767579 0.48832535643624825 0.549447380816537 0.5925499751161699 0.5522322033470799 0.6491216661677589 0.5067040434785208 0.49467362765742073 0.5544726141673747 0.5451921314916874 0.7018278029172865 0.5555912024057673 0.4636355025101828 0.47542520134857696 0.49547443823672954 0.45079294195371816 0.5031023292739896 0.5168294536245193 0.505570933237141 0.5393313475497123 0.5493588647092732 0.5861198375503694 0.4958388532028344 0.552284180492037 0.3310985959421594 0.5472065816233865 0.3808929540082551 0.376439767974637 0.49308620523853164 0.44145640718621326 0.5088039729924503 0.5935502008884688 0.6015585847237178 0.4825802000133497
not 0.4996908381357651 0.4686970399502929 0.5283962142644109 0.5697974989845002 0.5533347517909053 0.613347987186715 0.5384683167022751 0.4711011433858127 0.47045254196458297 0.4594689843983074 0.5612320794599394 0.41963325182197597 0.4098345638938839 0.3892282189342967 0.45282161967252 0.4767920266334483 0.47787780089539295 0.4608696173186797 0.4602574644749605 0.43570886925931585 0.4384761535428596 0.48974500214824485 0.3780708661771186 0.39105955333178494 0.3768728023738833 0.4943558628519077 0.31195909095367175 0.3510275218904164 0.38598756516741684 0.36727678385016305 0.39903700447692336 0.5345762017980117 0.49468950275442236 0.5090652641183427
most 0.4133195292060244 0.5820217033802256 0.43798580948767163 0.45409046388468716 0.5004367784046129 0.5328949505234958 0.46797232361838065 0.28795732020173603 0.5528119576371407 0.2902070658878849 0.5102355193503231 0.5061284963652918 0.5574376595568128 0.5301577142809294 0.696017387640858 0.5365554342829504 0.37825605203788903 0.44904959704125125 0.42746179153913794 0.44775608729921607 0.6051386125605992 0.5402140318352121 0.6088052585137408 0.5487358495871918 0.4212599995853069 0.5134257728792523 0.35035975099278727 0.41815874918933676 0.46076219880550884 0.4404753567049578 0.45458603452582763 0.6416926010237414 0.4333547106792286 0.40062300788160665
fragrant 0.419356821453827 0.6284032018920087 0.3862759919650784 0.3827599249455768 0.43662709060107036 0.46992200141316326 0.3938183377598345 0.17255401162216366 0.47060594183364446 0.1181997203940194 0.4546163802763713 0.3790619502101916 0.3384411292631734 0.3343469718832475 0.4357337471527027 0.4048681052713095 0.33033729757527175 0.42500737256999854 0.39064513970761977 0.366635845837765 0.5914864094260172 0.2363913469580072 0.5075771258940023 0.34443109846468867 0.24803231130189854 0.3389109815749397 0.2794498508838705 0.3511777204652554 0.2941284205391034 0.3183451905092702 0.3375468838491539 0.5487377950426047 0.349551988829965 0.39280190311936225
of 0.5504655920562758 0.4929842519667294 0.5232165669074053 0.5758251140463504 0.5293462319605944 0.671863860050249 0.5000578420828276 0.5107444283297109 0.4330083850074623 0.5176702580742013 0.5561549392918338 0.513733347215007 0.44207885075364206 0.4532425491635243 0.49903049645838055 0.43222203444472135 0.5156996614841902 0.5328658739818188 0.4574822830019947 0.5157476414910581 0.46886997651735746 0.48086319499285257 0.4182801041283054 0.49142097536690305 0.35729356595438 0.513590811527542 0.3077678828074723 0.33654209977331545 0.38321410964958164 0.3668392098614394 0.44671555495346316 0.5588353994325417 0.559910664081298 0.5149611896537182
places 0.5969098081115759 0.7812048123260019 0.6111254425822114 0.6560338550770092 0.587342488849098 0.7450883953659324 0.5436332661598615 0.5260549154907512 0.448009729330314 0.45500902791103226 0.499682714282429 0.4375384581409672 0.3885250209342865 0.20068647679329066 0.45545021145125825 0.28242951634725505 0.6711975442878796 0.7764298343084777 0.6187136546733129 0.6304219708041151 0.6023334417478197 0.43553525695825956 0.4480876496717739 0.41489952933505947 0.2618705544340504 0.3353337350431168 0.3654817158904555 0.4300837555642116 0.36332406294244973 0.41509453338908076 0.4079440016999956 0.6893251078810024 0.6575394330294071 0.7554757191334045
but 0.669813324323269 0.5353031713884624 0.661121730649516 0.7233634748934678 0.6016680122736451 0.7694149508565079 0.5323555079826516 0.6310761253952555 0.3814813314499975 0.6067424881964931 0.6077495587058471 0.5539191588698538 0.3923965466114889 0.45501580120108437 0.37690301113427355 0.37922556896615534 0.6101361934483792 0.6731186221110215 0.5439637612381706 0.5824858241412795 0.3932744075210146 0.5451589554087284 0.39534887141360325 0.5388506229879048 0.350204130591167 0.4820638036288278 0.344179636211467 0.39599630257263846 0.44628975094429146 0.427868240826754 0.4617515358306841 0.6859073042422799 0.6907324526550643 0.6202624226482372
we 0.5103285625328942 0.47805150400399893 0.4542265202897465 0.5686631186789899 0.500945788056612 0.6564106917759657 0.465744818260022 0.552441375553729 0.4802603589314504 0.6403649307975325 0.5790876990484147 0.6813218073655414 0.5296775169548792 0.6848602419730097 0.5684953292731421 0.5926438925507687 0.48028780489144035 0.5010565491608244 0.42043487908349597 0.4994390238123897 0.4059537524041221 0.5692215891082572 0.46339233135183194 0.6051193600144147 0.3918054880810915 0.5799008815621273 0.2980568504772244 0.36723960644434583 0.4134287971953393 0.4653493623480299 0.5102111750823667 0.47233199815243004 0.5099574633644388 0.41840727073430783
make 0.6003601109921135 0.5158308080859301 0.5320020411289936 0.510012534480712 0.5309794245924125 0.6747908227996058 0.5007752342600084 0.5800997523583575 0.29305660456601185 0.6334657069583091 0.6970860840329038 0.583249445191022 0.5049206293466942 0.5510663535598554 0.3810537523019412 0.342329466292337 0.5255335898428495 0.5572383534350214 0.3329221989566383 0.36957629602115555 0.2102640079415442 0.1266061906792765 0.1743696031895769 0.16787386304577187 0.3320349425339778 0.35477976283150053 0.2113647891790402 0.273230771470277 0.38779317282500886 0.28552082367378856 0.33388934801629816 0.32234852598319097 0.588357038556357 0.499963106474714
do 0.5465297469806903 0.49646534100756134 0.5348648083290278 0.4948722931347854 0.5668525510334665 0.656782885291291 0.5666936172103048 0.553708512064424 0.4014958549051989 0.5279307340953933 0.5981942427185389 0.4552232831831282 0.36653443954754433 0.3500298951071927 0.4914791878168115 0.4318479597694854 0.5031555789192934 0.5062641223766877 0.4744932949319819 0.4397755968044074 0.3650643543396935 0.317562243937644 0.3198229003339744 0.30822898125359977 0.30307539041719733 0.40675918495727004 0.28018248021907083 0.3474755119476196 0.37767492501724914 0.3321565635284873 0.35471320845365867 0.34519021986398374 0.503148944754319 0.5078354750542875
ian 0.5105355267778251 0.3901550846718497 0.4585371803776627 0.5106967102160919 0.3497405411788019 0.5581207971387646 0.4080195557666532 0.5620040695567851 0.40036065403599236 0.727392505031335 0.6396265998066021 0.8675001765810679 0.46929326868621685 0.8790742041801513 0.5596656594839783 0.7501388436979631 0.4771057536648458 0.49807407872614584 0.32106563294248586 0.5357024453823376 0.4283879971154136 0.7393159516614357 0.5477874854463788 0.9541289417798197 0.4433341009599225 0.8376419158766341 0.23493524721037534 0.5050731532565069 0.5088478471395432 0.5351051599051209 0.5025292272971928 0.7774785557232095 0.4786103979022225 0.6464814933806916
gave 0.5673583797578607 0.46680156626188335 0.5446995965905912 0.6215968645285086 0.536216747439472 0.6829303162329264 0.5899671653706088 0.681167977928133 0.5520512999239761 0.6796616474965245 0.6064479382614563 0.6940999538480148 0.43381167347426947 0.5315487511800164 0.465182473080955 0.6238394590072954 0.5974858730477618 0.6110540543901412 0.5415967689365736 0.5427956140184896 0.565569476140866 0.6526420257456707 0.4955199609825268 0.5842130461884889 0.4658893204215139 0.6431998262840511 0.3687086862565954 0.4712672237696492 0.47448714138981896 0.49099593499241606 0.49077932337543145 0.623168380958152 0.5734896282743193 0.5871239133273138
geoffrey 0.5298544330953577 0.7616832413494219 0.5304577850158054 0.546344799497314 0.5018568772439008 0.5428002991525921 0.4716908664865313 0.36537410867704956 0.6484074771860572 0.2830003867453382 0.5995459735006853 0.48361603736483255 0.33445754971728864 0.5273456058146653 0.4108454833279691 0.7012378887608794 0.6380309751124144 0.6473111793673062 0.4297333021841903 0.48936198022050115 0.47883234464988017 0.4129841740493606 0.5262692627631245 0.7392729742087277 0.538623541201066 0.6445010122608201 0.3169823140399016 0.4587676347482878 0.34291907354367857 0.4060665940540045 0.4844475007873721 0.7303772653297436 0.5963236147123259 0.8413982393870114
a 0.5793710320927701 0.4942301928090059 0.5496791662582892 0.5955673807291343 0.5671202247074623 0.6868163618201678 0.5206372709403119 0.5530228452175636 0.44769547323121706 0.5411256781603513 0.5546643760695302 0.5132261562438419 0.4031188803235632 0.43576269216227165 0.42414299037867026 0.39620905084320335 0.5551579391597092 0.5640218030099737 0.49096320885337513 0.5097694289284671 0.4226778693848775 0.4548647080995224 0.3813822874023266 0.46738202911894317 0.3017760034962947 0.4536615680322708 0.306062823672786 0.33216214669640937 0.3451145143493211 0.36507206223756544 0.414339503865197 0.4956542436250959 0.5983279334365953 0.49578121951811777
hard 0.6512053533505776 0.6331858976482634 0.6725790258602583 0.8391220113539962 0.7622084336925743 0.923459140575495 0.6805922257028655 0.7327421860063321 0.6714384282023161 0.6901486882504083 0.7018710786086011 0.6093409156277296 0.4849930950463738 0.4658899792600877 0.5021503249098038 0.5022807592033579 0.8230676497525351 0.8467103566425795 0.7538926140895452 0.7174948724264144 0.6406920605302171 0.6351294454722048 0.5482168754922533 0.5190290179152637 0.460978790794568 0.5156131722345767 0.5058742563369011 0.5496116785195834 0.4800534384779369 0.48222302797512623 0.606283992646893 0.6859402164126381 0.7801736242230144 0.7991561647203816
slap 0.6283190951288816 0.5083400098575923 0.547475176328317 0.7311130292169924 0.643676126420755 0.8381883445499057 0.6553939771109029 0.7310860730163686 0.6090816207086608 0.7176055716581594 0.6770365776129689 0.6674623620207945 0.523172907896402 0.4845186986597618 0.4564150448842124 0.4819755591042313 0.7043846158840612 0.7388302156863594 0.6872385360040684 0.5890795681437396 0.609418367745299 0.5885537559659481 0.43274505953124615 0.5082692231580899 0.5218216089865549 0.5717829689639855 0.5091298767663767 0.5004179166482615 0.4820688821034472 0.5003523725672182 0.6056699070757208 0.6487722891846719 0.6386905243509731 0.7547118318004826
across 0.5366655907271866 0.49202523827585437 0.5086599097505253 0.5877822986124951 0.49076684919262886 0.6816521792698508 0.509563805259008 0.587669406101143 0.5117300001822253 0.6119219617365752 0.6480733008583484 0.6428323959109371 0.5648105074279438 0.5473608372874619 0.5571210080119233 0.4822938937522912 0.49157925709307865 0.5917108273732835 0.4389699166901577 0.5174086112070894 0.5510170771678371 0.5625563864767732 0.47857245593221903 0.5575153416565031 0.543456864703446 0.5849582152101875 0.4055386806032847 0.354561323283452 0.5693030011548872 0.39944519642023374 0.6210707241862506 0.6136060626387487 0.5250390477804115 0.4907569401765329
his 0.5628426186599074 0.4541251905203948 0.5274516243766437 0.5611597672572356 0.5329460886872442 0.6718673050032606 0.4987630285639599 0.5383092153233108 0.4340090504289339 0.5507246501997278 0.5394122331668727 0.5302147365074906 0.41120379525981926 0.4302594716201171 0.4826737071094894 0.4283303009473779 0.5272776101408125 0.546908956089718 0.4859951659327052 0.5105278121276755 0.43878070689366316 0.4939125660385856 0.404802106703323 0.45326327865676663 0.3543381997548897 0.4632933716647911 0.31060396873477747 0.3387113893412094 0.37278299099870776 0.356656273674358 0.4427207952014341 0.5327154478568521 0.549831248608044 0.4973186941310906
right 0.5605819143271211 0.27318462206590705 0.5235520136716743 0.6394351969525204 0.6143156572400166 0.8768594938197889 0.4969029071391533 0.6460261001795372 0.30179697267847205 0.5141183134854617 0.34441189181598697 0.504319328671323 0.3085552506775539 0.37562209269937175 0.5878496114959249 0.3883725870684002 0.49283519921823826 0.6375542395408164 0.5202312804323859 0.6791726062352631 0.4738765910495132 0.494940719305021 0.2733614168823069 0.2990615082733502 0.25878697589773575 0.48413281321839885 0.34637941033052 0.28983875080564364 0.3806785346808181 0.32803677107380513 0.6068786753479112 0.46888938586772894 0.48303677018354146 0.4120614670766051
ear 0.6410794875397142 0.283819801230013 0.5690946379161552 0.6244147638976463 0.5996347723361661 0.8411772768563117 0.6018457413582318 0.6868256380536725 0.5376704526411152 0.7411230982490926 0.6210600664584237 0.5716349315011078 0.5803109462019356 0.4679942813759355 0.731483992336468 0.4381387463962681 0.6398355803177865 0.6712111204173604 0.5798742371809626 0.7105453227576813 0.5446306071993942 0.770984047344216 0.542164608228241 0.6372535004337949 0.465383485110841 0.6688724086031743 0.4083952874449475 0.3824325329937416 0.551011719175821 0.515754437476241 0.6389419751629211 0.5702298700308894 0.5482566137349194 0.43073451782860545
