word nFixations FFD GD GPT TRT
be 0.03186813186813187 0.04910574752561209 0.04139647222425529 0.027942686683945422 0.029509848370359176
easy 0.11904761904761905 0.10233258088788563 0.12369172216936251 0.050646323373596105 0.08513425016371971
critics 0.125 0.14390519187358916 0.12131303520456709 0.056579783852511126 0.11378519973804846
shred 0.14285714285714285 0.4153498871331828 0.35014272121788775 0.20915448188175462 0.2409954158480681
slow 0.14285714285714285 0.20632054176072237 0.17392959086584206 0.07450731087094724 0.15546823837590046
silly 0.21428571428571427 0.2945823927765237 0.2483349191246432 0.1865861411315957 0.20563195808775375
unintentionally 0.42857142857142855 0.2110609480812641 0.1779257849666984 0.3210425937698665 0.5297969875573019
hilarious 0.08333333333333334 0.13506395786305495 0.13098636219473517 0.07385039203221022 0.10838244924688932
ultimately 0.19642857142857142 0.14616252821670428 0.20884871550903902 0.06977113795295614 0.20546823837590045
feels 0.07653061224489796 0.09150274105127378 0.07713742014408047 0.04436472618290801 0.08302928243989148
emp11111ty 0.42857142857142855 0.2708803611738149 0.467174119885823 0.3273998728544183 0.5455140798952194
unsatisfying 0.21428571428571427 0.2686230248306998 0.30352045670789723 0.13318499682136045 0.2089063523248199
like 0.06534954407294832 0.07076989577830076 0.060691944854950705 0.029453138737471428 0.06395518956652595
swallowing 0.07142857142857142 0.11738148984198646 0.09895337773549001 0.03305785123966942 0.06810740013097577
communion 0.35714285714285715 0.23024830699774265 0.25499524262607043 0.08518753973299428 0.28552717747216766
wafer 0.14285714285714285 0.3216704288939052 0.27117031398667935 0.11602034329307057 0.18664047151277013
without 0.09821428571428571 0.09692437923250564 0.08170789724072312 0.09404799745708836 0.08873608382449247
wine 0.07142857142857142 0.08803611738148984 0.07421503330161751 0.15352828989192627 0.05108055009823183
exudes 0.21428571428571427 0.43340857787810383 0.3653663177925785 0.12205975842339478 0.30648330058939094
fizz 0.0 0.0 0.0 0.0 0.0
busby 0.5 0.23927765237020315 0.29019980970504283 0.19357914812460267 0.5920104780615586
berkeley 0.11904761904761905 0.1798344620015049 0.15160164922296226 0.09239245602881967 0.12311722331368696
musical 0.21428571428571427 0.19582392776523702 0.25023786869647957 0.08359821996185633 0.17223313686967912
visceral 0.16071428571428573 0.20682844243792325 0.21574690770694577 0.08081691036236491 0.1922069417157826
excitement 0.14285714285714285 0.23137697516930023 0.1950523311132255 0.14017800381436746 0.13425016371971185
sports 0.21428571428571427 0.20428893905191872 0.23977164605137963 0.08010171646535283 0.1650294695481336
extravaganza 0.17857142857142858 0.20485327313769752 0.3196955280685062 0.2873490146217419 0.2200392927308448
film 0.07330827067669174 0.09214981584887727 0.08206470028544244 0.054413290059223074 0.0691414193637335
rehashes 0.21428571428571427 0.3329571106094808 0.33872502378686964 0.11315956770502225 0.23313686967910938
several 0.07142857142857142 0.11042136945071482 0.10545512210593086 0.03522992159355796 0.0725824055882995
old 0.07142857142857142 0.10454288939051919 0.0881303520456708 0.08828671328671328 0.06868041912246234
themes 0.125 0.12641083521444696 0.1296384395813511 0.04330896376350922 0.10379829731499672
is 0.03514739229024943 0.0491418538822602 0.04185356349961488 0.02401008082826265 0.03326628621324103
capped 0.21428571428571427 0.19413092550790068 0.22835394862036157 0.07628734901462174 0.15717092337917485
with 0.047448979591836735 0.05884392131570461 0.05031942367812967 0.029695304695304698 0.040293759940125365
pointless 0.2857142857142857 0.1986455981941309 0.23786869647954328 0.2565162110616656 0.21676489849377864
extremes 0.21428571428571427 0.38261851015801357 0.3786869647954329 0.12650985378258106 0.26064178127046495
it's 0.048752834467120185 0.05539431724533305 0.04669777838188876 0.020272656636293 0.048637748048357084
insanely 0.35714285714285715 0.4616252821670429 0.38915318744053284 0.13000635727908455 0.5108055009823183
violent 0.14285714285714285 0.24379232505643342 0.2055185537583254 0.06865861411315957 0.14145383104125736
graphic 0.07142857142857142 0.15011286681715574 0.12654614652711704 0.04227590591226955 0.0870988867059594
ryan 0.21428571428571427 0.2234762979683973 0.18839200761179828 0.06293706293706294 0.206286836935167
gosling 0.21428571428571427 0.1969525959367946 0.19457659372026642 0.08010171646535283 0.19187950229207595
in 0.020311442112389978 0.027797688459055912 0.023734260457579707 0.013173025452215457 0.01780380740147591
word 0.10714285714285714 0.12848006019563582 0.11655566127497621 0.055891078618351346 0.1019428072473259
brilliant 0.1285714285714286 0.12121896162528217 0.14310180780209325 0.047806738715829626 0.13058284217419777
as 0.031195335276967932 0.03747178329571106 0.032214217751801 0.015192599608184023 0.02860617724496478
conflicted 0.17857142857142858 0.16168171557562078 0.17340627973358705 0.057930705657978386 0.17337917485265225
daniel 0.14285714285714285 0.19525959367945825 0.16460513796384396 0.12582114854842127 0.16557520192097797
if 0.030303030303030304 0.03591216909501334 0.030274197733760055 0.016028049085900324 0.027306463455775833
deuces 0.14285714285714285 0.23024830699774265 0.19410085632730734 0.06484424666242848 0.13359528487229863
wild 0.07142857142857142 0.1002257336343115 0.08449096098953378 0.028226319135410044 0.06823837590045842
had 0.06150793650793651 0.07320667168296965 0.06171371180885929 0.029322949777495232 0.05317252419413519
been 0.07575757575757576 0.09692865449073124 0.08992878355390249 0.08945462251247376 0.07169931138496954
tweaked 0.14285714285714285 0.28216704288939054 0.23786869647954328 0.10680228862047043 0.16371971185330714
up 0.04017857142857143 0.03618792325056434 0.04216222645099905 0.028766687857596947 0.03413555992141454
notch 0.14285714285714285 0.27313769751693 0.2302568981921979 0.07692307692307693 0.15848068107400132
have 0.06478405315614617 0.07861305055383484 0.06737769123536831 0.04257898549653307 0.05767502779427666
become 0.08571428571428572 0.09766741911211436 0.08652077386615922 0.04479762661580843 0.0780179000218293
camp 0.14285714285714285 0.28555304740406323 0.2407231208372978 0.08041958041958042 0.16568434839554683
adventure 0.10714285714285714 0.14362302483069977 0.12107516650808754 0.0742212333121424 0.11542239685658154
one 0.05952380952380953 0.07705725425815718 0.07069745985064728 0.04993353753684332 0.05538687464031276
those 0.08928571428571429 0.07768999247554552 0.06549318109736758 0.0438387370205552 0.08333333333333333
movies 0.09999999999999999 0.10455981941309254 0.09899143672692674 0.06606484424666242 0.0911591355599214
that's 0.08730158730158731 0.13757210935540506 0.11597420446135955 0.04767959313413859 0.0873899439714764
bad 0.08441558441558442 0.10414529037553867 0.08779517342790416 0.05649309368317632 0.08549145680776328
starts 0.09523809523809523 0.1053423626787058 0.08880431335236283 0.036236490781945324 0.07924034053700066
film's 0.09285714285714286 0.11693002257336342 0.09857278782112273 0.08153210425937699 0.08768827766863131
stagecrafts 0.5 0.24379232505643342 0.26736441484300666 0.26478067387158294 0.5821872953503602
are 0.03794642857142857 0.05869074492099323 0.049476688867745006 0.03796487603305785 0.040070399476096925
intimate 0.14285714285714285 0.17381489841986456 0.14652711703139867 0.04895104895104895 0.1008513425016372
therefore 0.14285714285714285 0.22799097065462753 0.192197906755471 0.1322314049586777 0.13228552717747216
bolder 0.14285714285714285 0.1580135440180587 0.1988582302568982 0.06643356643356643 0.13686967910936476
than 0.05714285714285715 0.07272385252069226 0.06130669203932763 0.0439711803348167 0.05782580222658808
otherwise 0.14285714285714285 0.2325056433408578 0.19600380589914368 0.1687857596948506 0.13490504256712507
calculated 0.14285714285714285 0.20316027088036118 0.17126546146527116 0.05721551176096631 0.11787819253438114
artifice 0.14285714285714285 0.345372460496614 0.291151284490961 0.09726636999364272 0.20039292730844793
defines 0.14285714285714285 0.26636568848758463 0.22454804947668885 0.07501589319771138 0.15455140798952194
overwhelms 0.07142857142857142 0.17607223476297967 0.14843006660323502 0.049586776859504134 0.10216110019646366
production 0.1142857142857143 0.13826185101580135 0.13710751665080875 0.07069294342021615 0.12193844138834314
design 0.08571428571428572 0.1343115124153499 0.1263558515699334 0.05848696757787667 0.08696791093647675
frida 0.2857142857142857 0.23984198645598195 0.2021883920076118 0.067546090273363 0.27079240340537003
certainly 0.19047619047619047 0.15838976674191121 0.17570567713288932 0.12417885145157873 0.18402095612311722
no 0.05102040816326531 0.05425669138987423 0.04573875220878075 0.019934610843701753 0.04565441107680793
disaster 0.09523809523809523 0.1403310759969902 0.11830003171582619 0.1353040898495444 0.1161318489412792
but 0.03919860627177701 0.05972306337058856 0.05103153790814787 0.023518056223156 0.03512386793808999
neither 0.11224489795918367 0.15672363753627863 0.16392551311675954 0.07619653074198529 0.14818972775750772
kahlo 0.07142857142857142 0.0981941309255079 0.08277830637488107 0.12333121424030515 0.05697445972495088
movie 0.09375 0.11269751693002257 0.11531874405328259 0.05981007628734901 0.08959561231172233
fans 0.10714285714285714 0.14376410835214448 0.13534728829686013 0.07692307692307693 0.1055992141453831
looking 0.10714285714285714 0.1670428893905192 0.14081826831588962 0.22441195168467895 0.09692206941715782
often 0.10714285714285714 0.11109319574330861 0.09874949028136469 0.041776405412769044 0.10866311161006642
achieves 0.11904761904761905 0.13694507148231752 0.11544560735807168 0.03856749311294766 0.14232700283780836
mesmerizing 0.14285714285714285 0.1455981941309255 0.15160164922296226 0.16306420851875397 0.15760750927745032
poetry 0.04285714285714286 0.09119638826185102 0.07687916270218839 0.054926891290527656 0.05291421087098887
work 0.07142857142857142 0.07868933408577879 0.07370956232159848 0.04075611888111888 0.06636787819253438
astonishing 0.2857142857142857 0.1986455981941309 0.25023786869647957 0.08359821996185633 0.4014407334643091
delicacy 0.5714285714285714 0.27200902934537247 0.22930542340627974 0.19834710743801653 0.6660117878192534
force 0.07142857142857142 0.09706546275395034 0.0818268315889629 0.21477007840644202 0.056319580877537655
movie's 0.2380952380952381 0.18096313017306245 0.21154456073580719 0.1482305573214664 0.21567343374808992
plot 0.10204081632653061 0.14704933892292807 0.1688188120157673 0.07501589319771138 0.11619421835531854
almost 0.12244897959183673 0.11770396646243148 0.11635177382085089 0.07210970847334484 0.10347085789129011
entirely 0.14285714285714285 0.13826185101580135 0.11655566127497621 0.038938334392879845 0.1191879502292076
witless 0.14285714285714285 0.3036117381489842 0.2559467174119886 0.1958041958041958 0.1761624099541585
inane 0.09523809523809523 0.07072987208427389 0.05962575325087218 0.019919474464929008 0.10827330277232046
carrying 0.21428571428571427 0.1613995485327314 0.2730732635585157 0.0912269548633185 0.1879502292075966
every 0.125 0.12641083521444696 0.12274024738344434 0.06762555626191989 0.13465946299934511
gag 0.07142857142857142 0.08577878103837472 0.07231208372978117 0.024157660521296885 0.04977079240340537
two 0.061224489795918366 0.0761582285284317 0.06420189388790722 0.048058002603457155 0.05170424423862537
or 0.03463203463203463 0.05581777139339216 0.0470547530490442 0.05509641873278237 0.03238673572661785
three 0.04285714285714286 0.06275395033860046 0.05290199809705043 0.017673235855054037 0.04199956341410173
times 0.0974025974025974 0.1240508926739175 0.13484992647694835 0.06007628734901462 0.09596951836637493
its 0.045351473922902494 0.05526890967071554 0.0503224442330056 0.031211213029394846 0.043294768245652336
limit 0.07142857142857142 0.11286681715575621 0.09514747859181731 0.03178639542275906 0.06548788474132286
sustain 0.07142857142857142 0.07035364936042138 0.05930859498889946 0.019813519813519816 0.06788910718183803
laugh 0.07142857142857142 0.05417607223476298 0.04567078972407231 0.015257469802924348 0.0710543549443353
most 0.075 0.07454853273137697 0.06998097050428163 0.0361808645899555 0.06825474787164375
part 0.05357142857142857 0.07274266365688488 0.06132254995242627 0.027479338842975206 0.05533726260641781
ingredients 0.42857142857142855 0.20428893905191872 0.28068506184586106 0.09376986649713923 0.5808775376555337
there 0.04347826086956522 0.05461772499754637 0.046043105944648985 0.022070814560933138 0.03789755416986988
you've 0.2857142857142857 0.19977426636568849 0.23786869647954328 0.07946598855689765 0.2645710543549443
paid 0.07142857142857142 0.10637697516930023 0.08967649857278782 0.0743801652892562 0.061722331368696794
matinee 0.21428571428571427 0.26410835214446954 0.2940057088487155 0.09821996185632549 0.20235756385068762
price 0.07142857142857142 0.11484198645598194 0.09681255946717413 0.032342657342657344 0.06663392272429601
bought 0.07142857142857142 0.15011286681715574 0.12654614652711704 0.04227590591226955 0.0870988867059594
big 0.08163265306122448 0.1162528216704289 0.09800190294957184 0.057533375715193895 0.07952100290017776
tub 0.0 0.0 0.0 0.0 0.0
popcorn 0.14285714285714285 0.20316027088036118 0.17126546146527116 0.05721551176096631 0.11787819253438114
there's 0.12637362637362637 0.09828095155408925 0.09829466442216205 0.05227639493373759 0.11868419726965895
guilty 0.2857142857142857 0.26297968397291194 0.38629876308277833 0.1290527654164018 0.3346430910281598
fun 0.07142857142857142 0.0944319036869827 0.11592134475103076 0.056632761178215724 0.0932110892818162
here 0.07142857142857142 0.11151241534988714 0.09400570884871551 0.07883026064844247 0.07832351015062212
not 0.0501930501930502 0.07019095845280947 0.05917144547020855 0.02731052731052731 0.04828404042549425
much 0.062111801242236024 0.06958484640298361 0.06577586563521284 0.03204897868929489 0.05475356624241906
fatale 0.35714285714285715 0.36343115124153497 0.5290199809705043 0.23903369357914814 0.3994760969220694
outside 0.16666666666666669 0.14484574868322048 0.14462416745956233 0.06145369781733418 0.1641562977515826
stylish 0.10714285714285714 0.22968397291196388 0.19362511893434825 0.06468531468531469 0.13326784544859202
surprises 0.21428571428571427 0.2144469525959368 0.2369172216936251 0.07914812460267005 0.16306483300589392
ok 0.07142857142857142 0.08577878103837472 0.07231208372978117 0.06293706293706294 0.04977079240340537
acting 0.08571428571428572 0.11309255079006772 0.10751665080875357 0.05746980292434838 0.09436804191224624
stiff 0.0 0.0 0.0 0.0 0.0
story 0.08482142857142858 0.105318848758465 0.0985965746907707 0.0405276541640178 0.07461525867714473
lacks 0.07142857142857142 0.1523702031602709 0.1603235014272122 0.05356007628734902 0.11034708578912901
all 0.03951367781155015 0.04884491619038471 0.042188796890499425 0.017340493162543453 0.03408156725048419
trace 0.14285714285714285 0.309255079006772 0.26070409134157946 0.08709472345835982 0.17943680419122462
wit 0.0 0.0 0.0 0.0 0.0
sets 0.17857142857142858 0.1986455981941309 0.16745956232159848 0.18467895740623014 0.23051735428945644
look 0.08730158730158731 0.07737647353900176 0.06522888254572365 0.0645263827082009 0.07058138688787019
they 0.05442176870748299 0.07411587659894658 0.06248017760862671 0.020873066327611784 0.04939657591916924
were 0.05844155844155845 0.0697722142417402 0.05881844131130525 0.03307952378200312 0.04933916770851938
borrowed 0.14285714285714285 0.1930022573363431 0.16270218839200762 0.1319135410044501 0.11198428290766209
from 0.05028571428571428 0.05614446952595937 0.0503977164605138 0.0333375715193897 0.04124688932547479
gilligan's 0.14285714285714285 0.1963882618510158 0.16555661274976213 0.19421487603305784 0.11394891944990176
island 0.04285714285714286 0.04452595936794583 0.037535680304471936 0.02094723458359822 0.03804846103470858
cgi 0.047619047619047616 0.07298720842738902 0.06152870282270854 0.020555202373384193 0.042348832132722114
scooby 0.21428571428571427 0.34198645598194133 0.4043767840152236 0.135092180546726 0.2783235101506221
might 0.07142857142857142 0.11012576588197355 0.09283675411173033 0.031014440105349195 0.0638974646833193
well 0.05803571428571429 0.074068848758465 0.062440532825880114 0.026541640178003815 0.05750654878847413
worst 0.17857142857142858 0.15688487584650113 0.14914367269267365 0.09512078830260648 0.16666666666666666
special-effects 0.35714285714285715 0.2020316027088036 0.35680304471931495 0.11919898283534647 0.28028814669286184
creation 0.07142857142857142 0.113431151241535 0.0956232159847764 0.05491099809281628 0.06581532416502947
year 0.046798029556650245 0.06363353312057289 0.05872896092391483 0.026086765898678126 0.04414786712734006
this 0.051587301587301584 0.06682969651366942 0.05977376043979279 0.03468955287137106 0.04799534308375173
version 0.16071428571428573 0.16563205417607224 0.15509039010466222 0.0645263827082009 0.1997380484610347
moves 0.21428571428571427 0.36681715575620766 0.30922930542340626 0.12968849332485696 0.2966601178781925
original's 0.2857142857142857 0.27313769751693 0.3796384395813511 0.12682771773680865 0.26129666011787817
nostalgia 0.11904761904761905 0.11173814898419865 0.15001585791309863 0.05011655011655011 0.10325256494215236
communal 0.2857142857142857 0.19074492099322798 0.16079923882017128 0.45581691036236494 0.2134905042567125
experiences 0.07142857142857142 0.09932279909706546 0.08372978116079924 0.027972027972027972 0.05762933857236411
yesteryear 0.21428571428571427 0.3397291196388262 0.3910561370123692 0.13064208518753972 0.2691552062868369
deeper 0.14285714285714285 0.3115124153498871 0.2626070409134158 0.08773045136681501 0.1807465618860511
realization 0.14285714285714285 0.27200902934537247 0.22930542340627974 0.07660521296884933 0.15782580222658807
cinema's 0.07142857142857142 0.16478555304740405 0.13891531874405327 0.046408137317228225 0.09561231172233137
inability 0.2857142857142857 0.3115124153498871 0.4538534728829686 0.15162110616656072 0.31237721021611004
stand 0.09999999999999999 0.10406320541760723 0.08772597526165557 0.0743801652892562 0.10530451866404716
true 0.023809523809523808 0.031978931527464255 0.026958452267681572 0.009006145369781733 0.01855490067670814
lived 0.05714285714285715 0.06388261851015802 0.0538534728829686 0.017991099809281628 0.05029469548133595
experience 0.14285714285714285 0.1487584650112867 0.15623215984776403 0.1483153210425938 0.1314996725605763
palpable 0.07142857142857142 0.0835214446952596 0.11925150650174436 0.06007628734901462 0.0820781488757913
chemistry 0.19047619047619047 0.1471030850263356 0.13685379004123058 0.04571943208306845 0.16710325256494216
between 0.07936507936507937 0.08207925758715827 0.07617084258378264 0.0269831178922088 0.06552426689951248
lopez 0.14285714285714285 0.22516930022573364 0.18981921979067554 0.10775588048315321 0.13064833005893908
male 0.10714285714285714 0.18425507900677202 0.15532825880114176 0.05189129052765416 0.11804191224623445
lead 0.047619047619047616 0.05304740406320542 0.04471931493815414 0.014939605848696759 0.03077930582842174
ralph 0.2857142857142857 0.28103837471783294 0.3044719314938154 0.101716465352829 0.24688932547478717
fiennes 0.14285714285714285 0.27539503386004516 0.23215984776403426 0.09567705022250476 0.15979043876882776
plus 0.07142857142857142 0.11512415349887133 0.09705042816365367 0.03242212333121424 0.06679764243614932
script 0.05357142857142857 0.08916478555304741 0.07516650808753568 0.029322949777495232 0.05754747871643746
by 0.030032467532467532 0.03636107120870101 0.03138785572182338 0.0185191874241461 0.025770971006727393
working 0.23214285714285715 0.1780474040632054 0.16912464319695528 0.09345200254291164 0.22626064178127048
girl 0.14285714285714285 0.2505643340857788 0.21122740247383445 0.07056579783852511 0.14538310412573674
scribe 0.2857142857142857 0.26636568848758463 0.291151284490961 0.3995549904640814 0.2678454485920105
kevin 0.07142857142857142 0.0654627539503386 0.05518553758325404 0.018436109345200253 0.03798297314996726
wade 0.14285714285714285 0.06997742663656885 0.17507136060894388 0.05848696757787667 0.12049770792403405
workmanlike 0.35714285714285715 0.23927765237020315 0.47573739295908657 0.1589319771137953 0.3274394237066143
extreme 0.17857142857142858 0.3098194130925508 0.26117982873453854 0.28544183089637637 0.20333988212180745
first-class 0.21428571428571427 0.36343115124153497 0.40913415794481445 0.1621106166560712 0.2815979043876883
thoroughly 0.21428571428571427 0.2652370203160271 0.2759276879162702 0.12714558169103624 0.2868369351669941
involving 0.2857142857142857 0.208803611738149 0.5432921027592769 0.18150031786395424 0.3739358218729535
b 0.07142857142857142 0.26297968397291194 0.22169362511893434 0.07406230133502861 0.15258677144728225
effectively 0.14285714285714285 0.15434537246049662 0.18054234062797336 0.06031468531468531 0.14718402095612312
combines 0.21428571428571427 0.2697516930022573 0.29019980970504283 0.09694850603941513 0.1997380484610347
surefire 0.2857142857142857 0.24604966139954854 0.368220742150333 0.12301335028607756 0.25343811394891946
beloved 0.14285714285714285 0.2945823927765237 0.2483349191246432 0.08296249205340114 0.17092337917485265
genres 0.21428571428571427 0.23927765237020315 0.2017126546146527 0.06738715829624921 0.183366077275704
prison 0.07142857142857142 0.1343115124153499 0.11322549952426261 0.03782581055308328 0.0779305828421742
flick 0.07142857142857142 0.09367945823927765 0.07897240723120837 0.026382708200890018 0.05435494433529797
fight 0.08928571428571429 0.125 0.17530922930542342 0.05856643356643357 0.12066142763588736
doesn't 0.08571428571428572 0.07697516930022574 0.06489058039961941 0.06837253655435474 0.07413228552717747
improve 0.42857142857142855 0.29571106094808125 0.3815413891531874 0.1993006993006993 0.39096267190569745
upon 0.0 0.0 0.0 0.0 0.0
staring 0.21428571428571427 0.2562076749435666 0.2721217887725975 0.09090909090909091 0.18729535036018335
at 0.024725274725274724 0.03553134224691787 0.031142501646783286 0.017384713188908992 0.022064379628230317
blank 0.14285714285714285 0.27313769751693 0.2302568981921979 0.23903369357914814 0.15848068107400132
screen 0.04285714285714286 0.06523702031602709 0.054995242626070404 0.018372536554354734 0.03785199738048461
weiss 0.21428571428571427 0.08577878103837472 0.22645099904852523 0.07565162110616656 0.1558611656843484
speck 0.14285714285714285 0.1433408577878104 0.23311132254995243 0.07787666878575969 0.160445317616241
never 0.09937888198757763 0.08818333496908431 0.07901377570016134 0.04917217170181597 0.10090828848836877
make 0.07142857142857142 0.10470567806910923 0.08826758398594746 0.031248471807912365 0.06795627424311118
convincing 0.07142857142857142 0.09142212189616253 0.07706945765937202 0.02574698029243484 0.05304518664047151
relevance 0.14285714285714285 0.13205417607223477 0.22074215033301617 0.07374443738080101 0.15193189259986903
these 0.08035714285714286 0.13163092550790068 0.11096574690770694 0.04426255562619199 0.09111001964636542
20th-century 0.21428571428571427 0.1489841986455982 0.12559467174119887 0.04195804195804196 0.24165029469548133
footnotes 0.07142857142857142 0.14672686230248308 0.12369172216936251 0.17323585505403688 0.08513425016371971
another 0.08571428571428572 0.10474040632054175 0.09451316206787186 0.03157448611994067 0.08779742414320017
best 0.07908163265306123 0.09355852950661077 0.07887046350414571 0.03699709381527563 0.08059687529235662
selection 0.2857142857142857 0.255079006772009 0.21503330161750714 0.2565162110616656 0.34512115258677145
rather 0.17857142857142858 0.16506772009029344 0.15699333967649856 0.06102987921169739 0.16895874263261296
shapeless 0.2857142857142857 0.3211060948081264 0.368220742150333 0.1826128417037508 0.3333333333333333
time 0.06084656084656085 0.08699105425967729 0.07333403812947105 0.05324809870264415 0.05804166969851318
same 0.08673469387755102 0.07981296356014188 0.08148701916542068 0.029198074652620108 0.07442230330246047
song 0.2857142857142857 0.18848758465011287 0.2559467174119886 0.08550540368722187 0.2357563850687623
second 0.12087912087912088 0.11052266018405973 0.09317133865183341 0.03613868648833684 0.12185784091481537
verse 0.14285714285714285 0.2325056433408578 0.19600380589914368 0.10076287349014622 0.13490504256712507
coulda 0.17857142857142858 0.24209932279909707 0.20409134157944814 0.13652256834075016 0.15979043876882776
better 0.1142857142857143 0.1309255079006772 0.1309229305423406 0.05092180546726001 0.1085789129011133
worse 0.07142857142857142 0.08803611738148984 0.07421503330161751 0.055944055944055944 0.05108055009823183
i 0.005952380952380952 0.01608352144469526 0.013558515699333968 0.0045295613477431655 0.009332023575638507
love 0.10084033613445378 0.10323994157482407 0.09039010466222645 0.0649751318200516 0.09430255402750491
robust 0.2857142857142857 0.2618510158013544 0.3225499524262607 0.15034965034965034 0.3300589390962672
middle 0.35714285714285715 0.19525959367945825 0.3168411037107517 0.19326128417037508 0.29011132940406026
picture 0.12053571428571429 0.14256489841986456 0.1585394862036156 0.09035282898919263 0.13208087753765554
vintage 0.14285714285714285 0.2652370203160271 0.22359657469077068 0.07469802924348379 0.15389652914210872
spielberg 0.21428571428571427 0.24040632054176073 0.4681255946717412 0.15638906547997458 0.32220039292730845
finally 0.15714285714285717 0.17336343115124153 0.1906755470980019 0.08893833439287985 0.15166994106090373
