word RTfirstfix RTfirstpass RTrightbound RTgopast
again 0.662210685701925 0.43797468354430374 0.3626586013573325 0.3079502894109636
this 0.5030618130877702 0.36379314543871505 0.3057269785065595 0.19838258762817348
man's 0.5236859182349124 0.412734944380514 0.3534966066686338 0.19743178170144463
hair 0.5721933809214795 0.3637322593018795 0.3111537326645028 0.19268933313877132
is 0.3541557224230813 0.23124859200808573 0.1787412122319175 0.10778386942110858
black 0.6320571057754705 0.4840813195243575 0.42940395396872233 0.3214650518021304
turn 0.42472420506164826 0.3097429996164173 0.23827087636470937 0.11783160659565155
your 0.5281202682240966 0.35631632783531514 0.31373561522573024 0.2040833698137069
hearing 0.6174561972744971 0.48638281549673956 0.4035113602832694 0.23026411790456733
aid 0.6924075275794938 0.4468738013041811 0.5374741811743877 0.41872172771049176
you'll 0.5773848150551589 0.43344840813195246 0.3740778990852759 0.22001313293448124
demand 0.6382219338092148 0.42155734560797853 0.3514311006196518 0.23449584123741427
nothing 0.6448734587929915 0.4706559263521289 0.4184862791383889 0.2559827812636801
of 0.23506203118891092 0.14337027401144076 0.11330203306642424 0.08323699644622251
me 0.30578268079890397 0.19055108042449817 0.15510966853545785 0.12450670428198514
a 0.18116407659983516 0.10985613104035853 0.08747990608064948 0.05664100301959708
horse 0.6044776119402985 0.5421940928270043 0.4170846857480083 0.21297242083758938
has 0.4140168721609344 0.26352128883774456 0.2052965476541753 0.10922223843572158
thrown 0.5957170668397144 0.4403528960490986 0.3834464443788728 0.23792499635196263
shoe 0.6622323166774822 0.5498657460682778 0.5570964886397167 0.5221800671238874
tube 0.6680726800778715 0.579018028385117 0.4454116258483328 0.23041003939880345
train 0.5642439974042829 0.3855005753739931 0.29654765417527296 0.1466511017072815
took 0.5593770279039584 0.3628691983122363 0.30755385069341984 0.18999343353275938
legs 0.6177806619078521 0.47736862293824317 0.5389495426379463 0.5441412520064206
five 0.45619727449707975 0.32719601074031457 0.2602537621717321 0.13264263826061579
will 0.551435369735175 0.37535390067035634 0.3181230591971223 0.19583359390743016
be 0.2913016439541424 0.1832406341900013 0.14776359791482246 0.09569105987645313
listening 0.6586632057105776 0.46988876102800153 0.4097078784302154 0.261564278418211
for 0.4003082414016872 0.2542833397263777 0.2195829644929674 0.15284060508779607
sure 0.48182998053212195 0.325469888761028 0.5156388315137208 0.650153217568948
gordon 0.6583387410772226 0.5556194859992328 0.4274122159929183 0.21165912738946444
felt 0.5014600908500974 0.3383427402414743 0.280652390788124 0.1552066178871957
anger 0.5337443218689163 0.34081319524357495 0.2621717320743582 0.1470888661899898
build 0.8831927319922128 0.7032988108937476 0.6467984656240778 0.4453524004085802
harry 0.5204412719013628 0.3835826620636747 0.3031867807612865 0.15241500072960748
at 0.23495256636074285 0.14565546970610263 0.1185375655130745 0.08062023583692926
little 0.6942245295262816 0.4782508630609895 0.3886102095013278 0.24071209689187217
brother 0.8945489941596366 0.7554660529344074 0.6630274417232221 0.5372829417773238
needed 0.5772225827384815 0.517644802454929 0.41310120979640014 0.22143586750328323
putting 0.5713822193380922 0.373801304181051 0.3366774859840661 0.21888224135415146
in 0.23680830039525697 0.14698948634794434 0.11774021567102122 0.07352226850439313
place 0.5606748864373783 0.3668009205983889 0.3229566243729714 0.41521961184882533
shouted 0.6340038935756003 0.5542769466820099 0.42933018589554445 0.21946592733109585
calling 0.6150227125243348 0.4425584963559647 0.3614635585718501 0.24237560192616373
ceased 0.7177157689811811 0.5184119677790564 0.7580407199763942 0.6810885743470013
uses 0.5989617131732641 0.4959723820483314 0.4257893183830038 0.226907923537137
belt 0.5300129785853342 0.35136171845032604 0.2997196813219239 0.19458631256384065
he's 0.48945489941596365 0.34723820483314155 0.2671141929772794 0.13406537282941777
broken 0.5926346528228422 0.45329881089374763 0.36647978754794924 0.2313950094848971
wrists 0.7104153147306943 0.5386459532029152 0.4658453821186191 0.49689916824748287
very 0.6610966904607397 0.49204065976217876 0.388462673354972 0.21191449000437765
badly 0.9964308890330954 0.6146912159570388 0.7218943641192093 0.604114986137458
am 0.3330629461388709 0.201668584579977 0.15513425789318383 0.07814096016343207
touched 0.536340038935756 0.4336401994629843 0.3869873118914134 0.2296804319276229
deeply 0.6099935107073329 0.3993095512082854 0.330628503983476 0.1929082153801255
places 0.7707657365347177 0.543632527809743 0.5385069341988787 0.41317671092951996
don't 0.5597826086956521 0.4456079785193709 0.35597521392741227 0.19324383481686846
want 0.5249188838416613 0.3359416954353663 0.2753909707878431 0.16162264701590542
hear 0.6000973393900064 0.3851169927119294 0.32649749188551197 0.20596818911425652
it 0.2844434460917264 0.17949472000104913 0.14437433325010782 0.11330903802813914
knew 0.5347177157689811 0.4022823168392789 0.32671879610504573 0.17306289216401574
heard 0.6541207008436077 0.46809870860503777 0.3922002557293204 0.2558490198939637
voice 0.7151200519143412 0.5095895665515918 0.41575686043080556 0.2676200204290092
wouldn't 0.6709928617780662 0.6196777905638665 0.47668928887577455 0.23821683934043486
miss 0.6119402985074627 0.40103567318757194 0.3238418412511065 0.19239749015029914
jack 0.6190785204412719 0.38895281933256615 0.2992033048096784 0.14796439515540638
walked 0.6262086307592473 0.4399741081703109 0.37095382118619064 0.21766379687728007
door 0.4288866227866877 0.27888651432955236 0.22496733128187837 0.1476600446102854
ross 0.3676184295911745 0.2859608745684695 0.21997639421658308 0.10878447395301329
back 0.5311161583387413 0.36576098538123863 0.30585390642929744 0.2628654117418162
shivered 1.0 1.0 1.0 0.7608346709470305
she 0.3911094681391803 0.26059157234452135 0.2048948199739276 0.11307673437634828
couldn't 0.6041531473069436 0.6210203298810894 0.48996754204780174 0.24514811031664963
help 0.4899415963659961 0.3137706175680859 0.2524343464148716 0.15051802130453815
feel 0.6810512654120701 0.48197161488300727 0.3952493360873414 0.24762877571866337
alex 0.3741077222582738 0.26476793248945146 0.2540572440247861 0.2827958558295637
bored 0.6557430240103829 0.4620253164556962 0.39495426379462967 0.2917335473515249
soldier 0.7033852476746701 0.4682585347142309 0.41415855217861713 0.40119898827763995
just 0.5583008868699978 0.3840973021352769 0.31604947378774473 0.17540493214650518
pointed 0.8896820246593121 0.7631377061756809 0.9150191796990262 0.6642346417627316
campaign 0.544776119402985 0.5270425776754891 0.4129536736500442 0.20859477601050636
pay 0.5155743024010383 0.3168392788645953 0.2784007081735025 0.16686122865898148
itself 0.6492537313432836 0.42289988492520136 0.5116553555621127 0.4557857872464614
they're 0.6807268007787151 0.6589950134253932 0.5069341988787254 0.2550707719247045
riding 0.5564568462037638 0.3699654775604143 0.33328415461788136 0.1956807237706114
out 0.40762955409288953 0.2630701225637935 0.21713105425114862 0.17341171402166589
meet 0.6709928617780662 0.4159953970080552 0.3400708173502508 0.22289508244564427
them 0.630029201817002 0.4797180667433832 0.4210681616996164 0.45897781993287606
we 0.2482154445165477 0.15136171845032606 0.1164355267040425 0.06324237560192618
barely 0.5739779364049318 0.4827387802071346 0.395691944526409 0.21851743761856118
escaped 0.6408176508760545 0.43344840813195246 0.3744467394511655 0.2077922077922078
with 0.410907419424616 0.261640668286238 0.2030876036851251 0.10899322275726768
our 0.6380056240536447 0.452116097685718 0.4205763745450969 0.32324042998200303
lives 0.508760545100584 0.37917146144994246 0.29787547949247567 0.24514811031664963
we've 0.49902660609993515 0.45262754123513615 0.34818530539982295 0.17218736319859915
been 0.4611183214362968 0.30018539828666413 0.24856152257303035 0.1429179434797412
travelling 0.5752757949383517 0.40755657844265436 0.3487754499852464 0.20531154239019409
almost 0.572680077871512 0.3784682265694924 0.3008262024195928 0.17235760494187463
three 0.7874756651524983 0.5335634829305715 0.4306580112127471 0.31329344812490884
days 0.5048669695003245 0.3507863444572305 0.30894069046916495 0.4193054136874361
alice 0.5304996755353667 0.437476026083621 0.33652994983771023 0.16642346417627316
somewhere 0.5979883192731993 0.4859992328346759 0.4113307760401298 0.26163723916532905
live 0.5666774821544451 0.41676256233218256 0.3451608143995279 0.25094848971253464
alan 0.5765736534717715 0.4169543536632144 0.32074358217763355 0.15861666423464177
forgot 0.5522388059701493 0.3699654775604143 0.33151372086161107 0.19480519480519481
shave 0.5074626865671642 0.36459532029152286 0.29108881676010623 0.15219611848825332
morning 0.5250973393900066 0.37574798619102423 0.32973591029802307 0.3130526776594192
have 0.4855613238157041 0.33470144482802716 0.2692239598701682 0.14822948586993534
carriage 0.6116158338741077 0.47449175297276563 0.44275597521392746 0.2880490296220633
sent 0.5489941596365996 0.40122746451860375 0.321259958689879 0.16835692397490148
us 0.25018386329223447 0.16246004347270168 0.12877938428248253 0.07727029524782333
immediately 0.8874107722258273 0.7564250095895666 0.7969902626143405 0.6076171019991244
probably 0.5071382219338092 0.5115074798619103 0.39849513130717024 0.2002772508390486
doesn't 0.5434782608695652 0.35558112773302647 0.2773679551490115 0.1433678680869692
people 0.5418288989833441 0.35538933640199466 0.29038802006491593 0.1624106230847804
know 0.5749242915855505 0.43309679069172735 0.3457386643060883 0.2099627900189698
put 0.5200627298291153 0.3590014064697609 0.28962574997541063 0.1713543946690014
fork 0.45035691109669046 0.2802071346375144 0.22735320153437594 0.12870275791624106
table 0.628898983344149 0.4200741593146655 0.32997934493951003 0.24640789921688802
i'll 0.4794938351719663 0.31825853471423093 0.253526113897905 0.13720998103020574
give 0.5065541855937702 0.35212888377445334 0.2826497491885511 0.161564278418211
him 0.4276781851611507 0.27250751182713207 0.22433485787351232 0.19491068388540297
than 0.5580791693705386 0.3506904487917146 0.28444969017409266 0.17101999124471035
slap 0.5760328790828467 0.3888249584452117 0.3143995278843317 0.20837589376915222
andrew 0.5874432186891628 0.47132719601074036 0.36257007966951904 0.17984824164599444
nodded 0.5919857235561323 0.48264288454161874 0.4432723517261729 0.2648839924120823
stood 0.56721825654337 0.4023782125047948 0.3369233795613259 0.18133177683739482
counter 0.7751460090850097 0.6748177982355197 0.6090292121569785 0.599700860936816
looks 0.6048020765736535 0.4856156501726122 0.3735615225730304 0.18473661170290384
like 0.4985630851951424 0.32418214696695713 0.25728196265227843 0.15532300765045548
walk 0.527255029201817 0.3680475642500959 0.3135143110061965 0.20808405078067999
did 0.5296885139519792 0.349060222477944 0.2834169371496017 0.1599664380563257
trick 0.6817001946787801 0.49558879938626776 0.4402478607258778 0.5793083321173209
sam 0.38546398442569757 0.2945914844649022 0.22661552080259664 0.11206770757332554
proud 0.6521739130434783 0.4299961641733793 0.3418412511065211 0.1891872172771049
when 0.4929158555050834 0.319620253164557 0.2577456476836825 0.14667542195632083
went 0.5710577547047372 0.496451860375911 0.447329595750959 0.3010725229826353
home 0.6036340038935757 0.39052550824702725 0.32676305694895247 0.25456004669487814
scott 0.5512654120700843 0.5903337169159953 0.45411625848332837 0.22457317962935938
got 0.44362426995457493 0.2768507863444572 0.2457214517556801 0.1583977819932876
washed 0.5978260869565217 0.4168584579976985 0.34829595750958986 0.19382022471910113
plate 0.5463984425697599 0.37015726889144607 0.3883151372086161 0.36684663650955784
simon 0.554185593770279 0.4305715381664749 0.3312186485688994 0.16379687728002335
into 0.4945706251351935 0.30937220304308904 0.251588472509098 0.14102339607957587
room 0.43475556997620596 0.28033499552486896 0.24139372479590832 0.20240527262999172
steve 0.7027903958468527 0.5450709627924817 0.4192977279433461 0.20735444330949945
eat 0.4981613670776551 0.34522439585730735 0.2682207140749484 0.15037209981030206
lunch 0.552779580359074 0.404743638920854 0.3575784400511459 0.347414757527117
ted 0.47209604153147305 0.3168392788645953 0.24372971377987604 0.1205311542390194
bit 0.49718797317759045 0.32422324510932105 0.27638438083997247 0.2795004620847318
bottom 0.6327060350421804 0.4259685462217108 0.39820005901445854 0.31001021450459654
lip 0.5548345230369889 0.3803222094361335 0.37326645028031885 0.45826645264847504
thomas 0.5321219987021414 0.38684311469121596 0.2975804071997639 0.14716182693710783
stepped 0.6404931862426995 0.4781357882623705 0.40410150486869284 0.248577265431198
shook 0.5897144711226476 0.4062140391254315 0.3239156093242845 0.1856851014154385
head 0.6527417261518494 0.48168392788645953 0.42571555030982594 0.5292754997811178
tom 0.4798831927319922 0.3037974683544304 0.23369725582767778 0.11556982343499198
wiped 0.5661907852044127 0.3767740698120445 0.29898200059014457 0.16744491463592587
jeans 0.6489292667099286 0.6098964326812428 0.5364414281498967 0.43601342477746974
tony 0.5006489292667099 0.3814729574223245 0.29344939510179996 0.1451189260178024
stopped 0.6437378325762492 0.45934023782125044 0.37267630569489524 0.20078797606887494
off 0.4326735885788449 0.2557537399309551 0.2286072587784007 0.14690646432219465
first 0.5669208306294613 0.439569748114052 0.3550703255630963 0.2104856753733158
delivery 0.7070084360804673 0.5680859225163023 0.5861611094718205 0.7609076316941485
normally 0.663854639844257 0.5663598005370157 0.4430510475066391 0.22128994600904714
they 0.4603976166597841 0.30397879834013325 0.2404798948469648 0.13197007282809123
cut 0.6385463984425698 0.4161871883390871 0.3548244319858365 0.21888224135415146
powerful 0.7199870214146658 0.5960874568469505 0.4585423428740041 0.2267620020429009
wrong 0.5308241401687216 0.33563482930571537 0.2608439067571555 0.1472347876842259
hands 0.5670289855072465 0.3721550952563611 0.3081394872299269 0.2042981986802212
that 0.5656319850025235 0.3920108255551293 0.34957050588505284 0.2850860126141025
had 0.42124702574086087 0.2775124664365171 0.22116160125897516 0.12145167566515883
refused 0.5233614536015574 0.3536632144227081 0.30717025671289466 0.1911571574492923
leave 0.5001622323166774 0.3416762562332183 0.278917084685748 0.15788705676346124
her 0.5189703655634869 0.3402229041469548 0.2828612176649946 0.17347552572271674
hid 0.45327709279688516 0.34656693517453013 0.2938920035408675 0.16708011090033562
boxes 0.5337443218689163 0.38588415803605675 0.3430215402773679 0.2316503720998103
matches 0.7349123945489942 0.5560030686612966 0.44865742106816175 0.26112651393550274
well 0.7011680726800779 0.5367280398925969 0.4524195928002361 0.3201882387275646
continued 0.709604153147307 0.4890678941311853 0.38329890823251694 0.20684371807967314
dead 0.46625567813108365 0.390295358649789 0.3051047506639127 0.16664234641762732
must 0.5376378974691758 0.35692366705024936 0.3034818530539982 0.19786954618415292
not 0.4621952350050987 0.29920543591429666 0.24536104202672512 0.15221071063767697
kill 0.4872647631408177 0.3050153433064825 0.2660298023015639 0.2242922807529549
living 0.7099286177806619 0.5431530494821635 0.5719976394216584 0.5459652706843718
prison 0.6088578844905904 0.47909474491752974 0.3942165830628504 0.340982051656209
guard 0.514114211550941 0.3430187955504411 0.2909412806137504 0.18108857434700132
along 0.6361129136924075 0.4358457997698504 0.3849218058424314 0.21574492922807528
row 0.4938351719662557 0.4108170310701956 0.4381823546768958 0.42565299868670653
van 0.336577979666883 0.21499808208668966 0.16828956427658104 0.11527798044651975
lead 0.6013951979234263 0.41263904871499807 0.3577751549129537 0.23252590106522691
follow 0.6551752109020117 0.4550249328730342 0.40502360578341695 0.2603969064643222
you're 0.5743024010382868 0.48657460682777137 0.3742992033048097 0.1851014154384941
getting 0.6208089984858316 0.4496867408259813 0.3756762073374644 0.22075490053018143
early 0.5751135626216742 0.37303413885692366 0.33033343169076423 0.2895082445644243
after 0.5710036772658447 0.41660273622298943 0.35548834464443796 0.2010433386837881
was 0.38730352621256164 0.26027319251444353 0.20629313985848108 0.11639098949079126
told 0.5246593121349772 0.33080168776371305 0.2689288875774564 0.15219611848825332
visitors 0.7569759896171316 0.5554276946682011 0.5656535851283565 0.47001313293448127
albert 0.49935107073329005 0.4357499041043345 0.3352021245205075 0.16576681745221072
spoke 0.5308241401687216 0.35001917913310315 0.29580997344349363 0.18889537428863273
before 0.6462253947653038 0.43447129523078887 0.3681518638733156 0.21727710491755436
barbara 0.6145360155743024 0.46221710778672803 0.3747418117438772 0.2296804319276229
chance 0.8043478260869565 0.5613732259301879 0.5166715845382118 0.4521377498905589
come 0.4772874756651525 0.34810126582278483 0.2677781056358808 0.1359988326280461
within 0.5608371187540557 0.41848868431146913 0.34870168191206846 0.2049467386546038
walls 0.5473718364698247 0.3410049865746068 0.3005311301268811 0.2102728731942215
escape 0.6017196625567813 0.46269658611430764 0.4162732369430511 0.31788997519334594
enemy 0.844256975989617 0.6166091292673571 0.5899970492770729 0.6321319130307894
closely 0.5801427644386762 0.4240506329113924 0.3560047211566834 0.19867211440245147
watch 0.5428293316028553 0.34081319524357495 0.2775154912953674 0.15168539325842695
their 0.6125892277741726 0.41458892724715507 0.3471033736598799 0.20523858164307604
leader 0.6963011031797534 0.5297276563099348 0.4496901740926527 0.5221071063767693
but 0.3656391953277093 0.23674721902570003 0.18777417133864463 0.10292815798433773
move 0.5261194029850746 0.36871883390870736 0.29632634995573914 0.23289070480081717
began 0.5798182998053212 0.39058304564633683 0.3037769253467099 0.15416605866044067
breakfast 0.7176616915422886 0.579273750159826 0.5573300875381134 0.6144754122282212
slammed 0.7216093445814405 0.5818948983505946 0.4665092947772205 0.2450751495695316
knife 0.5322842310188189 0.3341963943229766 0.2847201731090784 0.1756773189357459
lamb 0.5902011680726801 0.5278097429996165 0.5833579226910592 0.4841675178753831
staggered 0.6606099935107073 0.7209436133486767 0.5808498082030098 0.2940318108857435
chair 0.590525632706035 0.4378596087456847 0.3690616701091768 0.3124179191594922
desk 0.5691109669046074 0.3588415803605677 0.31661257007966953 0.34685539179921204
do 0.3473718364698247 0.22696586114307638 0.18014163470050165 0.1380271413979279
spare 0.5924724205061648 0.4000767165324127 0.3178666273236943 0.17740405661753975
birds 0.663205710577547 0.4392021480629075 0.38123340218353496 0.25098497008609366
killing 0.8484750162232316 0.693325661680092 0.6941575686043081 0.780388151174668
think 0.5717066839714471 0.4635596471039509 0.3565948657421068 0.1788997519334598
friend's 0.5902011680726801 0.4119677790563867 0.3366774859840661 0.18415292572595943
demands 0.7109020116807269 0.4902186421173763 0.3989377397462378 0.21946592733109585
are 0.3392277741726152 0.214614499424626 0.1738713484803777 0.10128775718663359
justified 0.7251784555483451 0.6325278097429996 0.5992918264974918 0.6031664964249234
let 0.4461388708630759 0.3047883902314283 0.24075440149503302 0.12969988812685443
these 0.5246593121349772 0.35845799769850406 0.3127028622012393 0.1958266452648475
poor 0.5292018170019468 0.3128116609129267 0.24063145470640307 0.157522253027871
peace 0.735885788449059 0.5431530494821635 0.4946886987311892 0.5246607325259011
walter 0.6336794289422453 0.5001917913310319 0.38477426969607553 0.19028162848387567
closed 0.5640276876487129 0.40704513489323624 0.34218550211468485 0.1952672795369425
breath 0.6992212848799481 0.5433448408131952 0.45448509884921806 0.3140230555960893
william 0.6242699545749513 0.5095895665515918 0.39952788433166125 0.20035021158616664
tucked 0.5068137573004542 0.36862293824319137 0.2835644732959575 0.14023055596089304
alec 0.5889033095392602 0.4113924050632911 0.32236647978754795 0.16321319130307896
steady 0.6262167423750811 0.4430379746835443 0.37828267925641784 0.21063767692981175
himself 0.6378974691758598 0.42462600690448793 0.3686928297432871 0.4935794542536116
no-one 0.6898118105126541 0.5514000767165325 0.43744467394511655 0.22063329928498468
else 0.48280337443218685 0.3224012274645186 0.26231926822071405 0.14628629797169124
dared 0.6138870863075925 0.43344840813195246 0.3914133962820891 0.2625857288778637
step 0.5482641142115509 0.35423858841580363 0.29540424904101503 0.21596381146942942
ring 0.7553536664503568 0.5512082853855005 0.5920625553260549 0.6915949219320007
none 0.42926670992861776 0.31223628691983124 0.24018884626733553 0.1187800963081862
city 0.3870863075924724 0.23954737245876487 0.19150191796990262 0.11600758791770027
dress 0.5866320571057754 0.3563482930571538 0.2891708468574801 0.17590836130161971
saw 0.5339065541855937 0.36171845032604527 0.28813809383298905 0.16091492776886035
throwing 0.600259571706684 0.4838895281933257 0.3862496311596341 0.2029038377352984
hand 0.5285528877352368 0.345416187188339 0.2949837710239007 0.18581643076025103
smiling 0.4746917585983128 0.33429228998849253 0.2630569489524934 0.14614037647745515
dark 0.45003244646333546 0.2970847717683161 0.24830333431690763 0.1391726251276813
teeth 0.5684620376378975 0.37485615650172616 0.3217025671289466 0.19101123595505617
flashing 0.8416612589227773 0.6545838128116609 0.6997639421658306 0.718225594630089
shut 0.4587929915639195 0.3291139240506329 0.25317202714665094 0.12520064205457465
smart 0.5210902011680727 0.3720751822017645 0.3098259073473001 0.1787538304392237
foul 0.6297858533419857 0.42328346758726504 0.3623487754499853 0.2501824018677951
mouth 0.5298507462686567 0.3306482546988876 0.3250221304219534 0.2786370932438348
sit 0.6802401038286826 0.4923283467587265 0.41671584538211864 0.2901648912884868
what 0.455288773523686 0.30590717299578063 0.24803776925346713 0.14635925871880923
really 0.5191434133679429 0.34138856923667055 0.26925346709943937 0.14168977090325405
happened 0.5724637681159419 0.38294335762690196 0.33362840562604507 0.28870567634612576
truck 0.6235345014060135 0.469198312236287 0.38648077112225837 0.2900262658689624
opened 0.47955872809863725 0.3346758726505562 0.29551490115078194 0.19064643221946595
alexander 0.5798182998053212 0.4018028385116993 0.3565948657421068 0.22362468991682471
there 0.5360155743024012 0.3753356348293057 0.2994491983869382 0.16292134831460678
choked 0.5824140168721609 0.3916378979670119 0.3219238713484804 0.19874507514956952
screams 0.8017521090201167 0.5527426160337552 0.5419002655650634 0.37261053553188384
shouts 0.655094094743673 0.4942462600690449 0.3921510770138684 0.21859039836567928
dismay 0.8971447112264763 0.8657460682777139 0.827530244910003 0.6261491317671093
men 0.413962794722042 0.2815656565656566 0.22854578538408576 0.19021474779901748
either 0.7433484750162233 0.5949367088607594 0.5693419887872528 0.4279147818473661
way 0.4979883192731992 0.33835826620636744 0.2756860430805547 0.2616518313147528
definitely 0.536015574302401 0.38224012274645186 0.3229566243729714 0.22048737779074856
holding 0.5266060999351071 0.3956655159186805 0.30436706993213336 0.15051802130453815
underneath 0.6807268007787151 0.6335826620636748 0.5028031867807613 0.2691886764920473
claudia 0.6236210253082414 0.5546605293440736 0.42667453526113897 0.24347001313293448
still 0.5451817001946787 0.35356731875719216 0.2994983771023901 0.1858127827228951
teaches 0.618105126541207 0.4322976601457614 0.3452345824727058 0.18181818181818182
claims 0.7053861129136924 0.45818948983505947 0.3725287695485394 0.22107106376769295
hate 0.8510707332900713 0.6457614115841964 0.5432280908822662 0.4573909236830585
burn 0.47663854639844255 0.37802071346375143 0.29079374446739453 0.14380563256967752
now 0.46825654337010597 0.29553445850914206 0.25054096586997143 0.15313852813852813
wait 0.5194678780012978 0.31760644418872264 0.24727058129241664 0.13519626440974755
die 0.4970798182998053 0.31367472190257 0.24424609029212158 0.15153947176419086
cold 0.5584036340038936 0.37897967011891065 0.30717025671289466 0.17809718371516126
battle 0.6731018818948734 0.5114115841963943 0.46429625258188256 0.4042025390339997
good 0.514438676184296 0.3572113540467972 0.2919002655650635 0.1843110073447152
god 0.5924724205061648 0.38128116609129264 0.3176453231041605 0.1832044360134248
if 0.23019143413367943 0.15735519754507094 0.121046031277663 0.07210345833941337
watching 0.5700843608046723 0.37917146144994246 0.3121864856889938 0.22136290675616518
strength 0.6583387410772226 0.580168776371308 0.579521982885807 0.6899897854954035
heaved 0.6654769630110318 0.6868047564250095 0.5349660666863382 0.27192470450897416
shoulders 0.6103179753406879 0.4392021480629075 0.391560932428445 0.2433970523858164
swung 0.6294613887086308 0.4205983889528193 0.37193862496311597 0.22902378520356048
axe 0.6216742375081116 0.45818948983505947 0.38506934198878723 0.2579162410623085
glory 0.5613238157040882 0.36210203298810895 0.3384479197403364 0.22340580767547058
heads 0.6761842959117456 0.5005753739930955 0.40660961935674234 0.24587771778783016
hall 0.63659961064244 0.45818948983505947 0.4693124815579817 0.5320297679848242
wished 0.5395846852693057 0.35807441503644033 0.31277663027441727 0.18991682474828542
could 0.5493997404282933 0.37624664365170696 0.30997344349365596 0.19372902378520357
talk 0.4790071382219337 0.31486382815496733 0.2574948362348775 0.14649788413833356
dad 0.5204412719013628 0.3623897199846567 0.30112127471230454 0.30749306872902377
lay 0.4370538611291369 0.3017836593785961 0.23214812629094128 0.117065518750912
sword 0.5158987670343932 0.356156501726122 0.2866627323694305 0.1771486940026266
aside 0.5788449059052564 0.4422708093594169 0.3402183534966067 0.17204144170436306
extended 0.7170668397144712 0.5276179516685846 0.42121569784597224 0.2527360280169269
sighed 0.5666774821544451 0.465861143076333 0.40882266155208025 0.22880490296220635
wood 0.5543478260869564 0.35845799769850406 0.29521982885807024 0.1978330658105939
shop 0.7842310188189487 0.6327196010740315 0.5357037474181174 0.5409309791332263
big 0.8393900064892926 0.5567702339854238 0.49527884331661254 0.43922369765066394
yawn 0.5934458144062297 0.42884541618718836 0.37680731779285925 0.4293010360426091
leaning 0.6018818948734587 0.4144610663598005 0.3629389200354087 0.21654749744637383
smoking 0.6836469824789098 0.5276179516685846 0.4364119209206256 0.3134393696191449
joint 0.735561323815704 0.6031837360951284 0.6608143995278843 0.6694148548081132
thinking 0.47566515249837765 0.32719601074031457 0.2797285334907052 0.16087844739530133
