word Fixation_Duration
near-divine 0.6989312621168616
strived 0.4961471447152077
known 0.30550130341067105
dynasty 0.3047191342118825
death 0.2165942722520798
third 0.21006299891671312
akbar-e-azam 0.4048197501779185
great 0.340486312708944
1605 0.3552222140420624
15 0.26672030514333395
appreciation 0.37567793074676675
1542 0.25676703722790745
umarkot 0.4882573805492159
born 0.18346462489877052
at 0.3073054776581243
13 0.3040712655525289
considered 0.3630160901455903
began 0.34069607211034
style 0.2921740410807627
became 0.35399816998138434
inclusive 0.3935556700777933
mongering 0.533350511668998
their 0.4195384286380384
religious 0.37946943483275664
tolerance 0.29161451814768463
had 0.3506099647216446
respect 0.3316277700066259
rajputs 0.2623131855996466
realized 0.43698004859014944
could 0.2622886451201256
� 0.3214851898206091
granite 0.40456207514294823
most 0.30375928275508635
pyramids 0.31908822769825496
famous 0.3451589940730779
structures 0.38341554393972854
built 0.3891944223535183
largest 0.3037426568458005
world's 0.2993447691967901
constructions 0.3636199661341383
shaped 0.3377089008319223
reference 0.28614199121450834
stone 0.32973488101957515
highly 0.3031927163856782
some 0.4182133538829409
polished 0.5510257920439765
among 0.3053326461999068
reflective 0.35577560185526025
limestone 0.36042602272448404
white 0.32359076296350836
give 0.2908046823234926
appearance 0.2747797491962993
viewed 0.2664009283312824
capstone 0.5718545240373998
usually 0.30347142611738065
made 0.374928107549767
hard 0.4213747576627648
or 0.37109631597226383
gold 0.15345161844462438
plated 0.33073204250411053
silver 0.2665832290362954
would 0.3087192323738006
egyptian 0.2992224173774641
huge 0.3872066974474396
brick 0.3058956749157735
egypt 0.35047485827873076
pharaohs 0.4351840360674933
square-bottomed 0.4883520366845111
used 0.36242081313126
ancient 0.37012687427912344
well 0.26336597217109625
still 0.29963928744671114
today 0.3833166808650869
queens 0.27514540234116175
kings 0.3503766963606469
buried 0.3609524160102089
earlier 0.3564750055216079
presidencies 0.41090414076615867
presidency 0.3981880226818753
towns 0.3474027408209842
administrative 0.46129854831908884
divisions 0.42265577069375937
form 0.3654429147545543
british 0.3540035381639996
between 0.31140886892929887
1947 0.4415533422380216
divided 0.3487570247122629
governance 0.2514245748361923
periods 0.32683746840413264
1612�1757 0.8625487742030479
up 0.1956857837002135
company 0.3137086444603194
factories 0.30752656506908144
trading 0.37849960783038894
conventionally 0.5121659427225208
several 0.3979484159120469
locations 0.24145377800682225
posts 0.21713907089744533
historical 0.29956563351247883
local 0.27004343664875213
emperors 0.29188446342241525
existed 0.2972833689170286
coastal 0.39508945004785395
rivals 0.3208667697366807
its 0.34362309645823413
merchant 0.38678740582590987
companies 0.26023951508012466
holland 0.39407102014773365
france 0.3064124272988294
mid-18th 0.40965422464354956
century 0.30732533313700955
three 0.304524913845388
madras 0.28277994552013547
calcutta 0.25406758448060074
grown 0.3298485852413557
size 0.17919458146212178
bombay 0.3191489361702128
period 0.27814179489067214
1757�1858 0.8290142089376427
acquired 0.3805737564112002
sovereignty 0.48662911973299966
parts 0.21004196421998086
now 0.22157598959483668
increasingly 0.3622129202118895
rule 0.2566885076934403
also 0.352647774712056
came 0.2807921666789369
government 0.361613781933299
oversight 0.3856413654322805
effect 0.41045424427593313
sharing 0.17734177525828854
crown 0.21468011484944416
time 0.23194188814449435
lost 0.1654273724508577
mercantile 0.5901764460477558
privileges 0.3845075952784117
following 0.41379420353873714
rebellion 0.3504871285184913
company's 0.3658126579793369
1857 0.3396893175292645
remaining 0.39332393783545966
transferred 0.2906328989668458
new 0.3789897853175479
1858�1947 0.3964931654764534
powers 0.31936980048590147
raj 0.22037350609830916
few 0.19912145083314928
upper 0.2962146310338904
such 0.3729893459261051
unwieldy 0.4270411543841567
broken 0.22081523472968662
provinces 0.5457679943066087
it 0.3063422285916234
area 0.33546625158198445
english 0.32095090852360975
1600s 0.3213600333750521
asia 0.30305564027863957
which 0.3390750284918035
hundreds 0.4339624460547673
years 0.42992790888874216
influence 0.32311117187801275
direct 0.3110505779282927
they 0.3593899654379666
viceroy 0.3875923335541977
meaning 0.3175587130972539
appointed 0.41507767061768386
traditional 0.3756656605070063
but 0.3347431042049315
queen 0.35869942470104443
victoria 0.3881297700557069
reached 0.3056982993447692
become 0.2800559522933078
empress 0.28201919065498543
control 0.30469459373236146
never 0.21836118677758964
sometimes 0.2948612235883089
affairs 0.3217256865199146
south 0.2960904956782156
1858 0.5142776509853002
governor-general 0.5784436427887801
princely 0.46121377211710723
where 0.3472453311737711
ganges 0.4168721639677982
begins 0.3053056516724337
confluence 0.36281953749376256
bhagirathi 0.3934294550233158
alaknanda 0.4582352298449626
mythology 0.3142555645537313
although 0.3162286191072174
longer 0.2550492036614395
headwaters 0.553895801123954
source 0.24317161157329015
hindu 0.21460649341088125
formed 0.41479331976276684
is 0.34518097128076747
nanda 0.36976367518221304
culture 0.3168097026044461
snowmelt 0.49133475668114557
trisul 0.3719600480993399
rises 0.29192863628555304
glacier 0.29896596936646996
devi 0.30223563768436035
residing 0.364573363763528
matted 0.3322486441385064
locks 0.26771209109426
gangotri 0.3584946869861838
gomukh 0.5375101229478024
peaks 0.34279696025260337
mythologically 0.3624604284767724
tapovan 0.5848977889027951
elevation 0.3261920537927311
3892 0.4944047706692189
12,769 0.3895310314363542
referred 0.31078308670151417
5 0.19229919752631966
away 0.25870573511006406
rivers 0.31053522785835236
ghaghra 0.3939728582296498
starts 0.2836634027828904
region 0.3821387330954244
garhwal 0.42936654010790803
himalayas 0.35182825346633045
overall 0.2410120493754448
3877 0.7519742815774619
making 0.35807013669047094
watershed 0.5677317234778767
km� 0.32901420893764266
907000 0.6662126677955287
flow 0.2915163562296007
brahmaputra 0.4314584406979312
gandak 0.4350045399887114
gomti 0.4563056762129132
yamuna 0.3349039240226754
son 0.46183955434489193
flows 0.310400255220987
km 0.38500331296473533
kosi 0.34186114996687034
himalaya 0.3466423365341131
mountain 0.3604657549294228
range 0.3543577039417428
separates 0.30684188569044646
indo-gangetic 0.5349712350522187
plain 0.327100051535007
plateau 0.4291393653831996
tibetan 0.4562643079760064
geopolitically 0.5978797025693882
covers 0.33278128940353774
himalayan 0.3156273773589536
regions 0.2787921175979779
cultures 0.2458956048001178
nine 0.4076787160421115
earth 0.308351125180986
highest 0.37018603170778674
including 0.42237057526389776
above 0.3623401801271197
sea 0.12500920267982035
everest 0.3949703073681577
have 0.32497861472498885
profoundly 0.36252668777147906
many 0.34850277242838373
mount 0.30709373573247534
hinduism 0.3530393383886721
buddhism 0.3444010895972907
main 0.36659795332400796
west 0.2795651427028884
kashmir 0.23242288154310536
jammu 0.23617757490981373
republic 0.25814375812903384
india's 0.29441213281307516
pradesh 0.2673194434219245
uttaranchal 0.41080762718103514
nepal 0.3446955753515424
kingdoms 0.33252349750914134
sikkim 0.3540454980490319
china's 0.3538000932538221
autonomous 0.4699943556897102
pakistan 0.28758987950624554
himachal 0.37139561707035756
bhutan 0.2677611720533019
mountains 0.35725487221474855
ones 0.4229747969275319
k2 0.30324425139267225
annapurna 0.6072075388353089
parbat 0.343296768018847
nanga 0.45981847056720054
8849 1.0
fifteen 0.22500920267982039
them 0.2662126677955287
nepali 0.4612530368843407
100 0.13249404893371616
meters 0.3579474342928661
2,700,000 0.45384426611695994
amazon 0.3365841838104961
portuguese 0.388170086557777
rainforest 0.3555982751989006
floresta 0.3980429339407474
amaz�nica 0.3814592109077864
spanish 0.32121797480701997
amazon�a 0.3439986257331469
amazonienne 0.37838229158997766
for�t 0.3414316915752534
amazoneregenwoud 0.906525313504626
dutch 0.22623868070382094
amazonia 0.4892773296218779
french 0.4034582389805831
moist 0.432894058749908
broadleaf 0.4909879179039159
america 0.2195145893150752
encompasses 0.3782726774481173
basin 0.360122143270196
7000000 0.7740189943311492
forest 0.3404276180791807
jungle 0.42408402660187977
amaz�nia 0.5153071241012049
kilometres 0.276138882753769
5500000 0.4516541398673476
2,100,000 0.23178482907556014
covered 0.33734675346984855
includes 0.31635710604642364
territory 0.3718299835578787
belonging 0.3910402709268939
majority 0.39316126951406344
mi 0.24538025473017744
followed 0.3654484071475899
brazil 0.30836094137279446
60.00 0.32620186998453954
minor 0.20429949201207392
venezuela 0.4654272555914314
guiana 0.27808044369186974
four 0.2973815308351125
departments 0.39607352327664486
contain 0.41248865002822155
amazonas 0.421382119806621
represents 0.34968465483815553
planet's 0.36134383665856834
rainforests 0.3498122653316646
half 0.31469589087199334
comprises 0.43999852757122876
names 0.2925961373285234
estimated 0.2638960465287492
billion 0.3680783963637531
individual 0.38079462072688897
390 0.24243539718766105
trees 0.3149770546516479
into 0.36647611388832035
species 0.22314658028417875
16000 0.49440301777782447
square 0.32577767026710563
contained 0.39074140294415644
within 0.3313332842523743
nations 0.32008585662049555
selva 0.41795626886549364
grows 0.2932096493165477
tributaries 0.4578517264227343
1100 0.35274485263442046
tropical 0.37528230315906086
largely 0.4075986673351025
acres 0.2588407077474294
five 0.2683501435618052
million 0.33553625037833246
1.4 0.04373113450636826
1.7 0.21233649905519153
kilometers 0.3373211612554909
rainforest.this 0.38883898991386295
colombia 0.3753966590968726
guyana 0.3553952244226852
small 0.29812054984697256
ecuador 0.46680900144788834
bolivia 0.39701587769025004
species-rich 0.5644310289823063
tract 0.29395567989398513
55 0.0487373923286461
eocene 0.5161599057645586
lies 0.3590026749122678
ancestral 0.3256767037227908
maasai 0.5170246277116456
national 0.30659701330024525
mara 0.3659963345212329
reserve 0.35567933413289976
masai 0.371916336136317
locals 0.2990748239220594
large 0.39086597509258186
contiguous 0.3808976907408771
serengeti 0.5053014447330871
park 0.2590650778459068
county 0.3592063608922918
oirowua 0.3339468453213576
naikara 0.529632629021571
kerinkani 0.45338535914991784
game 0.39083658494686996
tanzania 0.538538369039731
named 0.31964971068261944
narok 0.3719220103560823
inhabitants 0.3418734202066308
honor 0.28031362732827797
language 0.2792657488527326
spotted 0.371432427789639
maa 0.35755478662053053
description 0.4167429174423211
scrub 0.4948833100198778
apt 0.42641537215637193
globally 0.2714422439814474
exceptional 0.3900831922255761
circles 0.36123585854867607
lions 0.29529559007583006
savanna 0.4138261061621144
shadows 0.37829149181575006
cloud 0.44194949569314584
migration 0.4419740361726668
thomson's 0.6072050847873568
wildebeest 0.6995018282657243
population 0.4173231244938526
gazelle 0.4166924341701637
african 0.28498858867702276
leopards 0.44153230754128936
tanzanian 0.406832069498638
every 0.33389776436231566
cheetahs 0.38037743257503254
fraction 0.38985005767012687
greater 0.3685562835897813
ecosystem 0.4046872315885052
group 0.3152936268374684
koiyaki 0.46119904782939464
ranches 0.5298289528577389
lemek 0.30837566566050695
chorro 0.4396672310976957
ol 0.23455790326142972
derkesi 0.5559891040270927
after 0.3534928307167394
kenya 0.35206122499062203
1948 0.41622125696336104
wildlife 0.43723772362511965
sanctuary 0.39138383764018747
since 0.2051338683157869
maasi 0.2678838744509068
animals 0.2606935139512626
savannah 0.45230557805099514
only 0.28356401384083046
effectively 0.4170998061302118
east 0.3193207195268596
protect 0.37222999337407053
big 0.30620558611429555
offers 0.30881739429188443
bang 0.304484305194752
evolution 0.3442433293717988
prevailing 0.3788620579646127
cosmological 0.4133978747944735
universe 0.3316299609165692
earliest 0.3316474023902427
large-scale 0.4403052835652409
subsequent 0.40550197550860145
model 0.39555571915875243
expanded 0.344558148666225
comprehensive 0.43489410783086696
fact 0.20383322290117548
density 0.2659697170482711
elements 0.36956489729809316
explanation 0.33070750202458954
hubble's 0.30091535988613216
phenomena 0.3060197796264939
theory 0.35274993601946414
beyond 0.3053817271589487
cosmic 0.3348916537829149
background 0.34737048761932804
microwave 0.44490662347542265
singularity 0.3436575130678054
estimates 0.3472845959410047
place 0.4337284350536209
laws 0.3497165574615328
physics 0.2773564995460011
thus 0.2537485582468281
age 0.2838106456600162
expansion 0.3600211048123881
moment 0.2572971115855604
approximately 0.4624162556136347
allow 0.31266779552872465
sufficiently 0.45620751429482925
formation 0.3247932464600359
subatomic 0.4351027019067953
simple 0.3406709367101033
atoms 0.4053694569191882
giant 0.24631279295197428
clouds 0.2573805492159317
cooled 0.27928292718839726
coalesced 0.3834695329946747
gravity 0.2004957176863236
particles 0.3170875358904513
accounts 0.4502932587302756
creation 0.301847898107929
scientific 0.2605221767851526
how 0.2709637046307885
started 0.3301258926599425
groups 0.2663648187685587
we 0.2661415004049179
dense 0.23892610861616237
stars 0.2933565416153946
no 0.13678863284988588
structure 0.3933335787381286
galaxies 0.2709251410201126
then 0.37455847587261853
ago 0.21318314559866502
space 0.33740870776543186
eventually 0.42917617610248104
expanding 0.33917396745932415
name 0.3031524687648635
led 0.3416844585143194
temperature 0.3627966330462097
colder 0.3484257282387298
getting 0.3801320277798228
whole 0.40680262092321284
developed 0.3436648752116616
scientists 0.27630125892659946
falling 0.24861959802694544
study 0.3535876428168263
cosmology 0.41004687231588505
matches 0.2370242214532872
hot 0.20240987508895925
about 0.35434243785123565
growing 0.2984613119340352
passes 0.21495006012417484
given 0.1995877199440477
vitriol 0.3604661356078569
category 0.3366664563196993
minerals 0.3397482146801148
glassy 0.31411147688111546
derived 0.33821478528833304
can 0.2587449998772976
sumerians 0.3919359984294093
types 0.3194816349568613
classified 0.2613841531606385
according 0.30848609781835135
times 0.279378635058529
origin 0.3825001840535964
works 0.351871211563474
physician 0.4065130432648654
substances 0.428024638004024
color 0.2434783675673023
discussions 0.34332130849836806
roman 0.2169304768215171
naturalist 0.3704017276497582
elder 0.336916243343395
discussed 0.29351885935851185
medical 0.35981251073645976
use 0.3448918991877101
metallurgical 0.566170948980343
23�79 0.24896316474023902
uses 0.36846302976760165
vitriolic 0.3745613389285627
recorded 0.45790080738177624
alchemical 0.45530933274436186
hellenistic 0.46690716336597216
zosimos 0.40815725539277037
panopolis 0.44486245061228497
treatise 0.42239073351493284
alchemists 0.43920411719130703
geber 0.2751355861493534
razi 0.31745564308326585
papyrus 0.3618984514957422
leyden 0.33667083854818525
al-watwat 0.5592284473238607
din 0.3071486416844585
wa-man?hij 0.40425531914893614
wrote 0.40015705906893423
hayy?n 0.5906034503914206
included 0.3794939753122776
865 0.19212741416967286
925 0.12795406022233674
classification 0.4047338584995951
c 0.14388083143144617
mystica 0.3597192569142801
jamal 0.3295909102063855
mab?hij 0.3966968514564775
dioscorides 0.5973717146433042
ad 0.22918938121765187
lists 0.34830302584112494
sina 0.30221600530074355
book 0.3343615794252619
focused 0.41439053719109664
different 0.39993619475324543
sulfuric 0.4265955693917116
oil 0.3513460453017252
medieval 0.46503227073057013
european 0.3775920881494024
varieties 0.34729686618076516
acid 0.2680834703510106
iron 0.2910316817590616
references 0.3596775380990945
mineral 0.25112272693808435
green 0.3474686495374119
ii 0.29317283859726617
an 0.39472760698480147
albertus 0.4694225625168716
passage 0.34241331075609216
pseudo-geber�s 0.5022699943556898
compositum 0.38576406782988537
long 0.20091290583818008
ascribed 0.3532356622248399
first 0.3230278421178812
misinterpretation 0.7108640702839333
perfectionis 0.3037620555105647
summa 0.25796952072443496
de 0.2147439200961987
recipe 0.20437311345063683
pliny 0.448354560848119
galen 0.3592137230361481
phisica 0.42272202998846603
x 0.13443274681587278
list 0.2909028442415765
invented 0.35530933274436177
once 0.3832069498638004
jabir 0.2973324498760706
ibn 0.41982450051359715
person 0.32431961520528113
discovered 0.30866664563196994
nitrate 0.40492036614395444
potassium 0.3666733276539652
reaction 0.516054615421471
sulfur 0.4412827595482385
produce 0.3621264548600189
trioxide 0.4639753940792003
steam 0.255566189763348
dissolve 0.40888365358659107
containers 0.3769761221134261
done 0.29967197559040304
process 0.27792873890937647
common 0.32614297283368915
1831 0.36133402046675994
hayyan 0.39721097450244175
lead 0.28808068909666495
wood 0.3616851724191782
transport 0.3666609193076101
tissue 0.38514795449382805
plants 0.3278248136968597
phloem 0.38958011239539614
vascular 0.4058995312768411
function 0.29824044761834645
basic 0.2397114039608334
roots 0.3546271074136788
water 0.32586952177616985
best-known 0.41958330265773386
xylem 0.369245801658506
transports 0.29325259515570934
leaves 0.33684262190483205
nutrients 0.25782227784730916
xylon 0.3389383788559229
word 0.3469042185084297
greek 0.27384721097450243
dead 0.38603401310461605
walls 0.39318756288497875
dies 0.2742275884070775
soon 0.42574997458307473
middle 0.3911384328449778
tree 0.29441213281307516
cells 0.3472590037266471
hollow 0.37765343934820483
rigid 0.34933372598100565
runs 0.3168175906157206
stems 0.3086210704557167
obtained 0.376973668065474
like 0.2849149672384598
thick 0.3031080517313308
mathematical 0.36042070562058787
concept 0.32558257345491387
hilbert 0.3506936798017561
david 0.39529313602787797
generalizes 0.3733343149525142
notion 0.2534098996294388
euclidean 0.3783881345612922
extends 0.3536822989521215
three-dimensional 0.41352180421605433
vector 0.3525485287982527
methods 0.35705170679035064
calculus 0.36244325014110784
infinite 0.32560308228422785
two-dimensional 0.3748312842032933
finite 0.2147291958084861
any 0.27376131929617903
plane 0.1965692409629684
spaces 0.34495325038651253
length 0.4321529362683747
measured 0.33101180397064955
furthermore 0.3285332155390316
possessing 0.39857419813983164
enough 0.28073081548013445
allows 0.2744877174899998
product 0.42850131291565435
techniques 0.2955795584817156
there 0.318621374290225
complete 0.35416083830278045
number 0.26547890745785174
type 0.40404847796440235
mathematics 0.3784264644531154
asks 0.1983606959679992
dimensions 0.28041424329431397
curse 0.24260718054430785
dracula 0.4060119712921009
1897 0.4829212285665205
gothic 0.47937688216713464
novel 0.3386917319697651
irish 0.32541482174847414
vampire 0.3620567375886525
count 0.23860708238238976
author 0.3883854159860933
stoker 0.3553818785450237
bram 0.37120550026756316
introducing 0.3744288203391494
character 0.3329149181575008
spread 0.3332351714152495
dracula's 0.45045277184716187
battle 0.27316007754791527
england 0.3029325873027559
undead 0.5259760975729465
assigned 0.2775282829026479
genres 0.3548798743527448
men 0.1498932489140838
women 0.2500184053596407
professor 0.30596333652359564
literature 0.3637017328573816
fiction 0.32916145181476847
theatrical 0.4325995729956563
numerous 0.3925126996981521
film 0.26513534074455813
television 0.2846204814842082
find 0.28970036074504896
move 0.279908709416182
horror 0.3518082243327035
story 0.31971091315124295
written 0.3201471224220249
published 0.3223885716155465
irving 0.3853640580136936
henry 0.3182802031951704
actor 0.23153942428035043
friend 0.29932022871726915
based 0.36215174430222646
vlad 0.3776043583891629
iii 0.39954354708090994
transylvania 0.45730131852490685
1893 0.506932685464674
ushered 0.5731183587327296
unbearable 0.505325108766911
lightness 0.37262322534353753
american 0.35181206914639696
adaptation 0.3464379493975312
milan 0.34564551500427226
kundera 0.5474735576333162
director 0.3537212131410762
philip 0.2960170801737466
kaufman 0.4598812240791185
screenwriter 0.49941839063535304
czechoslovak 0.794953075097373
artistic 0.4160961005178041
life 0.2702643009644408
1968 0.4979991329030569
spring 0.38491742128641193
prague 0.4382938406902185
jean-claude 0.7115143929912391
carri�re 0.3518982060909471
soviet 0.2700802473680336
warsaw 0.49748460084910057
pact 0.2784362806449238
hard-line 0.4378757760926648
communism 0.45318903531375004
socialist 0.3894328695182704
1984 0.31136112654186715
intellectual 0.4236668384500233
1988 0.3770999301809874
same 0.30172052133327254
plays 0.33615654021308145
movie 0.37739906702212533
erotic 0.3123131855996466
day-lewis 0.4727081821464505
romantic 0.3685710078774939
set 0.311791700409826
switzerland 0.30979901347272326
daniel 0.3141794890672164
tomas 0.4175464428574935
lena 0.38507693440329827
juliette 0.4596677219072861
sabina 0.5019755086014381
binoche 0.36591257278881517
february 0.4083044982698962
drama 0.27879457164592997
rabindranath 0.3901215809557118
ravīndranātha 0.35788468078094815
thākura 0.478239956808756
7_may 0.2821787037718717
1941 0.3621059938368339
bengali 0.38189874454322664
polymath 0.4893175292645219
reshaped 0.23580946771699918
tagore 0.31037291011523505
contextual 0.25989594836683105
19th 0.22020172274166236
20th 0.36551081008122893
fresh 0.3657316743969177
beautiful 0.3575547866205306
verse 0.2576873052099438
non-european 0.12410120493754447
nobel 0.3201498371563895
translation 0.14348818375911065
poetry 0.33671501141132293
spiritual 0.16984465876463226
elegant 0.5214238386218066
prize 0.35391052541166657
prose 0.40431667034773866
magical 0.4668932570942436
outside 0.3079584775086505
bengal 0.26591771460357194
forms 0.1648384009423544
thereby 0.2673194434219245
sanskrit 0.27401899433114923
influential 0.2226925814130408
best 0.37122383371371076
classical 0.26115978306216103
creative 0.3023632481778694
modern 0.3806645561854279
1861 0.24862205207489751
gurudev 0.3859554835701489
7-aug 0.2906427151586542
art 0.21065547620800512
sobriquet 0.3285356695869837
7 0.36336597217109623
thakur 0.3422832462146311
languages 0.30793148298117745
poet 0.34912513190507743
dramas 0.24250901862622395
music 0.2969717048271123
philosopher 0.4716434759135194
influenced 0.35783875502641604
novels 0.2383125966281381
poems 0.2768166089965398
1913 0.3507079928341799
writings 0.30247368033571376
early 0.3588554320351419
real 0.26685317431102606
writers 0.20216447029374954
stories 0.24996932440059877
late 0.43128665734128446
important 0.3361800289577659
hundred 0.350119547193095
solitude 0.3187308343901143
colombian 0.3986891240737961
gabriel 0.4428245868833368
garc�a 0.3552914532521394
m�rquez 0.4931777466931704
multi-generational 0.558240868312281
tells 0.34494623882093517
buend�a 0.5284608211244447
family 0.3377260791675869
patriarch 0.4420599278509902
whose 0.28263270264300966
arcadio 0.5013619966134139
macondo 0.4512748779111144
metaphoric 0.4790915114481337
realist 0.5495840388721196
thematic 0.4113720582100174
substance 0.27536872070480256
representative 0.4884782448649047
literary 0.38068991468093283
latin 0.2952833198360696
1960s 0.3907825958919237
boom 0.3064124272988294
stylistically 0.49741097941053775
modernism 0.4947311590468478
cuban 0.2711428501312915
vanguardia 0.7033031485435225
movement 0.33731870720753887
thirty-seven 0.4929249797541044
translated 0.32681783602051584
sold 0.319001693293087
remains 0.1680041228005595
widely 0.2196127512331591
m�rquez's 0.4436427887800928
masterpiece 0.4515202827063241
a�os 0.36701514147586445
1967 0.4691105106661316
founds 0.3375911065302216
avant-garde 0.4810768362413802
copies 0.15843333578738128
cien 0.36500527620309703
soledad 0.39053841812069007
prize-winning 0.43663648187685594
thought 0.27310118039706494
marquez's 0.3383886721146531
stage 0.3101671206655378
u.s 0.42960563449409805
europe 0.30889346977839943
8 0.16829860855481116
demands 0.2440305283565241
china 0.27583498981570104
prompt 0.2158580578664507
destruction 0.2930746766791823
utter 0.27902525215342705
response 0.3041645193747086
against 0.28751976385047134
president 0.30425286510098404
s 0.10792902893322535
truman 0.40881984833983653
6 0.14105867628653465
kinds 0.24081572553927705
cloudy 0.2749515325529461
i 0.1290583818007804
literally 0.24898770521976
domains 0.25406758448060074
strong 0.3240815725539277
enlarged 0.28536651206164565
country 0.30059633365235955
diverse 0.2584357898353334
him 0.13715674004270043
lands 0.19620113377015386
persianised 0.936283098971754
himself 0.2564480109941348
status 0.16528012957373187
leadership 0.2821787037718717
