word First_fix_dur First_pass_dur Mean_fix_dur Fix_prob Re-read_prob Tot_fix_dur Tot_regres_from_dur Tot_regres_to_dur nFix nLong_regres_from nLong_regres_to nRefix nRegres_from nRegres_to
? 0.4642902816706276 0.10514739204422638 0.4636409854821831 0.7970873786407766 0.2834951456310679 0.18791858194359315 0.08923601020940485 0.0641826909356575 0.23015419760137062 0.062135922330097085 0.03883495145631067 0.07418471496141398 0.1147396293027361 0.07344871253693541
the 0.20796934194170172 0.028784223595289055 0.20994378542874007 0.40358675659104853 0.047332924586143466 0.06596691175547412 0.03309088935237155 0.03976273919730558 0.08993640374604778 0.019681177191906804 0.01543020641733088 0.0069722837963181305 0.045510283707708606 0.049729427131927594
two 0.2843632031270917 0.04024505559247976 0.289550266044578 0.5219512195121953 0.10243902439024392 0.09707660093369344 0.06040829250701451 0.06688557185395487 0.12529890004782399 0.024390243902439025 0.02439024390243903 0.008755472170106315 0.0753880266075388 0.07953340402969247
young 0.3953709405370673 0.06395074567095711 0.39712378133508064 0.7170731707317072 0.13658536585365855 0.13393430974723936 0.05847325692874671 0.0715791284896976 0.17312290769966523 0.024390243902439025 0.028455284552845527 0.02313946216385241 0.07982261640798224 0.08695652173913045
sea-lions 0.5477497255762898 0.17269835811914383 0.6092635479388604 1.0 0.6 0.2843675141024651 0.18193292463036423 0.0564373897707231 0.33333333333333337 0.0 0.0 0.12820512820512822 0.13636363636363635 0.08695652173913045
took 0.35202104991283023 0.05530918634108849 0.3585524344059069 0.6529411764705884 0.08823529411764706 0.11285608440115094 0.035977174858403516 0.03785547140666966 0.14878892733564014 0.03529411764705882 0.0 0.016591251885369532 0.058823529411764705 0.05370843989769822
not 0.29256839483239044 0.04402115335021722 0.29490104036769155 0.541923076923077 0.0907692307692308 0.0968757615925532 0.04592499098449334 0.05458252310104162 0.12745098039215688 0.02692307692307692 0.021794871794871797 0.014398422090729782 0.06416083916083917 0.068561872909699
slightest 0.5625686059275522 0.11804063153672027 0.5558591940713292 0.9333333333333332 0.33333333333333337 0.2186848002472761 0.12717874744560642 0.1058854268730812 0.2614379084967321 0.0 0.05555555555555556 0.06837606837606838 0.15151515151515152 0.13043478260869568
interest 0.5160194840834248 0.10121529270179662 0.5161767600741083 0.8875 0.3 0.20073313499729545 0.09420077533357374 0.09373162845385066 0.25490196078431376 0.0 0.0625 0.07051282051282053 0.14204545454545453 0.11141304347826086
in 0.15455832226009592 0.019650146647074623 0.1562497618654221 0.2977582846003899 0.029337231968810912 0.047997637501011124 0.027431216780581903 0.034615001151713294 0.06491992508504377 0.01637426900584795 0.013482781026640677 0.004248513020442845 0.03783448520290625 0.04207983727434528
our 0.2594206771043966 0.03857503834373176 0.2643457009824236 0.4750000000000001 0.06973684210526315 0.08720651214621826 0.039079848919088195 0.052654785110925466 0.10990712074303408 0.02631578947368421 0.010964912280701754 0.011808367071524967 0.053229665071770335 0.06178489702517163
arrival 0.45019209659714604 0.07633456546032838 0.45882352941176463 0.8 0.15 0.14863611776524227 0.03957807428777497 0.047423084460121494 0.18627450980392157 0.0 0.0 0.025641025641025644 0.06818181818181818 0.04347826086956522
. 0.43295930848141845 0.09556694681458484 0.4332868153503424 0.7608945969884854 0.250088573959256 0.17074305824437663 0.08385722823238255 0.057121351531350555 0.21503499539762766 0.05757307351638617 0.024284027162680837 0.06429560991119893 0.11037523150012077 0.06870258404898527
they 0.28729174781346273 0.04449556739309473 0.2881217089324935 0.5358870967741935 0.08548387096774193 0.09417742060119003 0.03977801495992461 0.04897103538083227 0.1246046805819102 0.021774193548387093 0.02553763440860215 0.014371381306865178 0.05516862170087976 0.05908134642356242
were 0.3068112519265099 0.04647480565128636 0.3076948269166888 0.5606060606060606 0.07373737373737374 0.0973454504866297 0.03604927748454615 0.04605530119933412 0.12616359675183203 0.010101010101010102 0.02693602693602694 0.011396011396011397 0.050045913682277315 0.057092665788317974
playing 0.5203988291255032 0.123993524169747 0.5217153002933456 0.9333333333333332 0.36666666666666664 0.20785359194292047 0.044446447890371436 0.06875040825658109 0.2712418300653595 0.0 0.0 0.09401709401709402 0.06818181818181816 0.07246376811594203
on 0.17159383033419023 0.020606876501716925 0.17366890079311686 0.3197943444730077 0.03393316195372751 0.053415054164152945 0.030179466523036592 0.04238849368812237 0.06991279802409398 0.009768637532133676 0.016281062553556127 0.0034275921165381326 0.04113110539845758 0.04906672627696436
jetty 0.38282107574094404 0.10431530989426631 0.37128300138953213 0.7 0.4 0.15570666872730085 0.0281283808150018 0.03017832647462277 0.21568627450980396 0.0 0.0 0.07692307692307693 0.045454545454545456 0.04347826086956522
, 0.4430007628810613 0.09522924216784312 0.44352324463785237 0.7796997611736608 0.24418287273967926 0.17304080448465287 0.0751757916143915 0.06601384391798484 0.21779356573745157 0.04414875469123166 0.028033663141134996 0.06379200237951517 0.10010545578611085 0.07789298799934731
rolling 0.5389681668496159 0.08991661652196338 0.5577582213987956 1.0 0.2 0.1847616103855962 0.0571583122971511 0.04193611601019008 0.23529411764705882 0.0 0.0 0.025641025641025644 0.09090909090909091 0.04347826086956522
over 0.3202962185208165 0.04456337979037645 0.3199401225741922 0.5724637681159421 0.07826086956521738 0.10060038368112137 0.038918243727036596 0.05928595568960571 0.1301506109690253 0.028985507246376812 0.007246376811594203 0.01189149015235972 0.05401844532279314 0.06238185255198488
and 0.16077746167011545 0.023156052331754506 0.16227161784879804 0.3132075471698113 0.035934819897084046 0.051098447459727164 0.02667816775213573 0.02834087774688753 0.06998957387414659 0.017324185248713552 0.01457975986277873 0.005981439943704096 0.036761266178075784 0.036430755462748904
tumbling 0.577113062568606 0.0898736353477177 0.5715145900880036 1.0 0.1 0.17131597249053396 0.08961413631446087 0.06525573192239859 0.21568627450980396 0.0 0.0 0.025641025641025644 0.09090909090909091 0.04347826086956522
into 0.27635523093810693 0.0400380658912422 0.2792356979133264 0.532051282051282 0.07692307692307691 0.09071446545366645 0.047049386483212656 0.055831913856605214 0.12217194570135748 0.020512820512820513 0.01923076923076923 0.011505588428665354 0.0641025641025641 0.06967670011148273
water 0.4284668862056348 0.07669990544141665 0.4271421954608614 0.7833333333333334 0.11666666666666665 0.13557684877521056 0.0779841327082582 0.02864328172970148 0.17973856209150324 0.06666666666666667 0.0 0.02564102564102564 0.08333333333333331 0.04347826086956522
together 0.3660812294182218 0.08591077108226595 0.3535210745715609 0.6999999999999998 0.15999999999999998 0.15757669422764858 0.09231878831590336 0.09998040368410738 0.2 0.0 0.06666666666666667 0.06666666666666668 0.1 0.0956521739130435
entirely 0.49121844127332603 0.09229286144097458 0.4896671739561966 0.8285714285714285 0.2571428571428571 0.18733372338194224 0.10545566946576683 0.12048934800257552 0.2296918767507003 0.02857142857142857 0.023809523809523808 0.06227106227106226 0.14285714285714282 0.13664596273291926
ignoring 0.4629527991218441 0.08316857216539156 0.4620194534506716 0.8 0.1 0.14295649486129358 0.03714388748647674 0.02488732118361748 0.17647058823529413 0.0 0.0 0.025641025641025644 0.045454545454545456 0.04347826086956522
human 0.3892044098697084 0.07096939366644366 0.3849930523390458 0.7 0.14782608695652172 0.13254805253273216 0.041047993853776325 0.04057289403505184 0.17306052855924978 0.034782608695652174 0.0 0.02898550724637681 0.053359683794466393 0.04914933837429111
beings 0.4867590559824369 0.09624559442963983 0.4981009726725335 0.825 0.275 0.18796847229734953 0.08492607284529391 0.11047423084460122 0.22549019607843138 0.0 0.08333333333333334 0.07051282051282053 0.09090909090909091 0.09782608695652174
edging 0.5537870472008782 0.06528840367918852 0.5463640574339972 0.8 0.1 0.15995672668263658 0.16570501262170934 0.13854595336076816 0.17647058823529413 0.0 0.0 0.025641025641025644 0.13636363636363635 0.08695652173913045
awkwardly 0.6262349066959385 0.12189461016074961 0.5733302454840203 0.9 0.6 0.31071787342554674 0.23223945185719438 0.3913384283754654 0.37254901960784315 0.0 0.0 0.1794871794871795 0.3181818181818181 0.3478260869565218
round 0.4031009879253568 0.06788446660362762 0.40257526632700313 0.74 0.12000000000000002 0.1321999845452438 0.05324558240173097 0.050754458161865565 0.1686274509803922 0.02 0.03333333333333333 0.01794871794871795 0.06363636363636364 0.0608695652173913
them 0.3196495106754688 0.048587493325810624 0.32113230564489287 0.5830985915492958 0.1028169014084507 0.10567896988608105 0.0518658289440937 0.056989398669106545 0.13780723557028446 0.019718309859154928 0.016431924882629106 0.01733477789815818 0.06722151088348272 0.06613594611145132
party 0.33292585570302363 0.062099982026054414 0.3328950692660743 0.6181818181818179 0.13636363636363635 0.11835533294462282 0.05160148182146018 0.04465287798621132 0.15775401069518716 0.03636363636363636 0.007575757575757576 0.0337995337995338 0.07231404958677685 0.05731225296442688
then 0.35198107783179133 0.054377325588535086 0.35285993662556886 0.6317460317460317 0.15555555555555556 0.12481923454800359 0.061568755402148845 0.0868738899309152 0.15935262994086524 0.03492063492063492 0.026455026455026454 0.021978021978021976 0.08658008658008656 0.1028295376121463
had 0.26318126243831047 0.03798906810524308 0.26652055867478547 0.4886178861788618 0.07967479674796749 0.08914692886979869 0.04444718085839351 0.05710175267537509 0.11573409851745577 0.02276422764227642 0.036585365853658534 0.010840108401084013 0.05838876570583888 0.06716154118062921
to 0.15979793317186086 0.020668572165391558 0.16138923955837042 0.3040760869565218 0.026358695652173914 0.049028849158219756 0.026744574036908695 0.030816804266884785 0.06543052003410059 0.013179347826086953 0.011662137681159422 0.003013517279821628 0.036561264822134384 0.037452741020793955
step 0.3718990120746432 0.05136250322358806 0.3755738767948123 0.6399999999999999 0.02 0.11414882930221774 0.06433465560764515 0.055300803448951594 0.1411764705882353 0.0 0.03333333333333333 0.005128205128205128 0.0818181818181818 0.06956521739130435
gingerly 0.5098792535675083 0.10143557121980573 0.5490041685965724 0.8 0.4 0.2845993354454834 0.25207356653443924 0.3350970017636684 0.29411764705882354 0.2 0.16666666666666669 0.07692307692307693 0.3181818181818181 0.30434782608695654
hundreds 0.4631357482619832 0.10836986733144217 0.45754014204106835 0.8666666666666668 0.31666666666666665 0.19442083301135926 0.10091357134270947 0.10820432425370699 0.2679738562091504 0.03333333333333333 0.08333333333333334 0.09401709401709403 0.1287878787878788 0.13768115942028986
of 0.1416132215427822 0.018651934555542808 0.14315745166773647 0.27538273116962647 0.02382118799755052 0.04358250712771369 0.024567559325125558 0.026954114500325747 0.05929181225460178 0.011512553582363746 0.010614411104307003 0.003046147565437216 0.0327617881200245 0.03277510050853323
marine 0.504024881083059 0.10877102495773518 0.5164408125454906 0.8666666666666668 0.4333333333333334 0.27607346160780977 0.19305204952518326 0.30524528055392247 0.33333333333333337 0.0 0.11111111111111112 0.09401709401709403 0.196969696969697 0.30434782608695654
iguanas 0.560510428100988 0.13466001891171667 0.5534440547872691 0.8 0.4 0.2745537439146898 0.19455463397042913 0.2435822065451695 0.303921568627451 0.2 0.08333333333333334 0.12820512820512822 0.25 0.1956521739130435
basking 0.4253567508232712 0.06451474254276626 0.4880037054191755 0.85 0.4 0.24851247971563253 0.18003966822935447 0.2839506172839506 0.3137254901960785 0.0 0.08333333333333334 0.10256410256410257 0.20454545454545453 0.28260869565217395
rocks 0.5935784851811197 0.12651508639216025 0.5938050023158868 0.75 0.25 0.29719496174947846 0.22980526505589613 0.019890260631001373 0.303921568627451 0.5 0.0 0.10256410256410257 0.2954545454545454 0.02173913043478261
strange 0.44310281741675817 0.1096664660878535 0.44500540373629766 0.8 0.35 0.18398887257553512 0.07446808510638298 0.06277353190933439 0.23529411764705882 0.0 0.0 0.0683760683760684 0.08333333333333331 0.07246376811594203
creatures 0.5090559824368825 0.11233129889108572 0.4989925891616488 0.8 0.35 0.2171779615176571 0.0758654886404616 0.13580246913580246 0.25980392156862747 0.05 0.08333333333333334 0.10897435897435898 0.11363636363636363 0.14130434782608697
with 0.27125385175978933 0.04059885681917051 0.270793985584082 0.5181818181818182 0.08429752066115703 0.09005503468485815 0.04244738967553117 0.05395141085376775 0.12234645924485499 0.021487603305785124 0.019742883379247015 0.013632831814649998 0.058852992737290256 0.06875074859264585
richly 0.6170417124039517 0.12247485601306628 0.5817044928207503 0.85 0.45 0.254771655977127 0.11152181752614497 0.0672153635116598 0.27450980392156865 0.1 0.0 0.06410256410256411 0.13636363636363635 0.06521739130434782
coloured 0.765093304061471 0.14501848190492564 0.7510421491431217 0.9 0.1 0.2699173170543235 0.08150018031013342 0.09171075837742504 0.23529411764705882 0.0 0.0 0.05128205128205129 0.09090909090909091 0.08695652173913045
velvet 0.6380351262349068 0.09993123012120692 0.6313107920333487 0.9 0.1 0.2254076191948072 0.05914172376487558 0.11601019008426416 0.21568627450980396 0.0 0.0 0.0 0.045454545454545456 0.08695652173913045
coats 0.535675082327113 0.12084157139173042 0.5371005094951365 0.8 0.25 0.19971408701027743 0.0418319509556437 0.06741132667058593 0.21568627450980396 0.0 0.0 0.06410256410256411 0.045454545454545456 0.06521739130434782
looking 0.4422063666300769 0.08623742800653315 0.44523390458545614 0.8100000000000002 0.23000000000000007 0.16207402828220388 0.05807789397764153 0.07209484616892026 0.20980392156862743 0.02 0.016666666666666666 0.05384615384615385 0.07727272727272726 0.08695652173913045
like 0.2995196043365113 0.04435705475608425 0.29922691008633834 0.5494382022471911 0.10898876404494381 0.10183468793982024 0.06064498352897321 0.06713609751479081 0.13395020929720203 0.01348314606741573 0.031835205992509365 0.01728608470181504 0.07711950970377936 0.08255984367366881
something 0.4628743923474989 0.09415793739484964 0.4636050089327068 0.85 0.2214285714285714 0.16730601521189575 0.05757044974498996 0.05757817530304303 0.21988795518207285 0.03571428571428571 0.04166666666666667 0.054945054945054944 0.0762987012987013 0.07298136645962734
between 0.4407033690787807 0.07962978881916388 0.4428929585159321 0.8076923076923077 0.13846153846153847 0.14762858654366268 0.047698965297234316 0.04542325529979851 0.1940673705379588 0.020512820512820513 0.008547008547008548 0.03484549638395792 0.06177156177156176 0.055741360089186176
a 0.12600656781852335 0.015328406218866412 0.12741858847744159 0.23563829787234042 0.014133738601823705 0.037530806754714936 0.020046623048786773 0.025319601617023655 0.049198402765361464 0.012462006079027355 0.007472137791286728 0.0012859480944587328 0.028184581376070737 0.030560327738866133
giant 0.471185510428101 0.07267502548169616 0.4589624826308476 0.7999999999999998 0.1714285714285714 0.1605417995959685 0.04242439853691206 0.08655972677136697 0.19327731092436973 0.0 0.0 0.014652014652014652 0.06493506493506493 0.08695652173913043
lizard 0.3520856201975851 0.05631966531992321 0.36415006947660955 0.7333333333333332 0.06666666666666667 0.10954846353965435 0.040870296910686374 0.03050493173949964 0.15686274509803919 0.06666666666666667 0.0 0.008547008547008548 0.0606060606060606 0.04347826086956522
miniature 0.5677826564215148 0.134617037737471 0.557341361741547 0.9 0.3 0.19604358241248745 0.03984853948791922 0.0 0.23529411764705882 0.0 0.0 0.07692307692307693 0.045454545454545456 0.0
dinosaur 0.5439992682034395 0.14375770079371905 0.5070711749266635 0.8333333333333333 0.4 0.21397109960590371 0.07194374323837 0.06362270559801422 0.2483660130718955 0.0 0.0 0.10256410256410257 0.09090909090909091 0.08695652173913045
found 0.4101262349066959 0.07090405940659529 0.4108041472191542 0.7384615384615385 0.1769230769230769 0.14309023794380415 0.04632583428111736 0.06753945642834532 0.1847662141779789 0.038461538461538464 0.019230769230769232 0.02564102564102564 0.06468531468531467 0.07859531772575253
nowhere 0.5242407610684231 0.09323333046792172 0.5438165817508105 0.9 0.26666666666666666 0.19932771810524688 0.09694674840726049 0.06956692141877327 0.2418300653594771 0.06666666666666667 0.02777777777777778 0.05128205128205129 0.13636363636363633 0.08695652173913045
else 0.34075192096597146 0.060079085360612065 0.3550949513663733 0.64 0.12 0.12440306004172785 0.05173097728092319 0.0459729570840682 0.15490196078431373 0.04 0.03333333333333333 0.01794871794871795 0.05 0.04347826086956523
earth 0.3996295279912185 0.06975844580073928 0.39856993978693833 0.7375 0.15 0.13213816552043892 0.057879552830869097 0.03546933176562806 0.17647058823529413 0.05 0.0 0.022435897435897436 0.07386363636363635 0.04891304347826087
except 0.35894621295279916 0.054940685979540965 0.36610699397869384 0.65 0.075 0.11533111815161116 0.04494230075730256 0.05384087791495199 0.1519607843137255 0.05 0.08333333333333334 0.012820512820512822 0.056818181818181816 0.08695652173913045
here 0.36990545660564433 0.06144228182894602 0.37032975242421073 0.6451612903225807 0.14193548387096772 0.12586652574587892 0.055238881844514504 0.06061583003040589 0.15876027830487038 0.03225806451612903 0.043010752688172046 0.024813895781637712 0.07917888563049855 0.07433380084151474
galapagos 0.5459855731535205 0.18488045093391953 0.5442996096076225 0.9571428571428571 0.5857142857142856 0.2849636261273693 0.09097934161042708 0.05251812659220067 0.36134453781512604 0.08571428571428572 0.023809523809523808 0.1758241758241758 0.11688311688311687 0.062111801242236024
little 0.4161788022929626 0.07617060024005783 0.4161844475322937 0.7777777777777777 0.2185185185185185 0.15782454272524593 0.08632180684110002 0.07747076882879352 0.21132897603485842 0.05185185185185185 0.012345679012345678 0.04938271604938272 0.11952861952861951 0.10466988727858295
further 0.4079896503057864 0.0692795127162874 0.4064381658175081 0.8571428571428571 0.21428571428571425 0.14376235000607152 0.08067590541445573 0.07085467932028779 0.2156862745098039 0.0 0.07142857142857144 0.03663003663003663 0.10389610389610386 0.09937888198757765
blue-footed 0.46789242590559826 0.20287114243961146 0.5083835108846688 0.9 0.8 0.34610926512634266 0.16390191128741435 0.10484029002547521 0.4313725490196079 0.2 0.0 0.25641025641025644 0.22727272727272727 0.13043478260869565
boobies 0.41163556531284307 0.1883435055445715 0.48893006021306157 0.7 0.3 0.28761301290472147 0.04309412188965019 0.056829316088575346 0.27450980392156865 0.0 0.0 0.1794871794871795 0.045454545454545456 0.04347826086956522
birds 0.4191479143798025 0.07044614458867017 0.4234460398332561 0.725 0.2375 0.16226528089019399 0.1406644428416877 0.11483441113070743 0.20343137254901963 0.075 0.020833333333333336 0.04807692307692308 0.18181818181818182 0.14673913043478262
brilliant 0.49776540693115895 0.1092888457712665 0.49663203864222843 0.9285714285714285 0.2857142857142857 0.17998167507479002 0.03773633506774509 0.031410094902158396 0.24369747899159666 0.0 0.023809523809523808 0.06959706959706961 0.06493506493506493 0.04968944099378882
china-blue 0.5441822173435785 0.20747012808389925 0.5439323761000463 0.8 0.7 0.32331349972954176 0.1572304363505229 0.1763668430335097 0.35294117647058826 0.0 0.0 0.23076923076923078 0.18181818181818182 0.2173913043478261
feet 0.396054396877668 0.05997306513080604 0.38834851525912195 0.6444444444444445 0.11111111111111112 0.12634263194498105 0.047742116440277274 0.05748252661832909 0.1503267973856209 0.0 0.037037037037037035 0.014245014245014247 0.06565656565656566 0.07246376811594205
again 0.3966540635036793 0.07371589762202672 0.3952146913008423 0.7518518518518518 0.17777777777777776 0.14279908530739224 0.0511479745161678 0.05885426873081193 0.1895424836601307 0.037037037037037035 0.030864197530864196 0.0389363722697056 0.06902356902356901 0.06602254428341384
unique 0.4196722596832366 0.07041544374992324 0.4260173360682855 0.7 0.1571428571428571 0.1419740139313588 0.07557570449744991 0.056073458189860315 0.17086834733893558 0.02857142857142857 0.023809523809523808 0.029304029304029304 0.08441558441558442 0.062111801242236024
there 0.36032536800923193 0.06280850013335185 0.3597855132361848 0.6676923076923076 0.14564102564102563 0.1244630958254326 0.04835547911638788 0.05636905389991809 0.1652086475615887 0.019487179487179485 0.036752136752136746 0.027218934911242595 0.06783216783216782 0.06956521739130435
flightless 0.4591108671789243 0.07801083125590992 0.4803381194997683 0.7 0.4 0.23483502047755198 0.2398124774612333 0.276504017244758 0.27450980392156865 0.2 0.0 0.10256410256410257 0.3181818181818181 0.3478260869565218
cormorants 0.5820526893523601 0.1102896931144159 0.6133858267716534 0.8 0.4 0.3175179661540839 0.3737829065993509 0.2986478542034098 0.33333333333333337 0.0 0.0 0.12820512820512822 0.40909090909090906 0.30434782608695654
vestigial 0.5255214050493963 0.11424396114501849 0.5309402501157944 0.8 0.5 0.3323545321072561 0.17904796249549224 0.46502057613168724 0.33333333333333337 0.0 0.0 0.15384615384615385 0.18181818181818182 0.3478260869565218
wings 0.4113611416026345 0.04777357517407376 0.41998610467809167 0.65 0.25 0.16582953403910053 0.26343310494049765 0.10924946110131295 0.18627450980392157 0.1 0.08333333333333334 0.012820512820512822 0.18181818181818182 0.10869565217391305
who 0.2249090635156368 0.03197377979817388 0.22575054415775875 0.43725490196078437 0.06339869281045751 0.07383939073916664 0.03865236441974313 0.047478159073414454 0.10098679994873766 0.02745098039215686 0.02178649237472767 0.009384950561421149 0.055555555555555546 0.05910770105143506
generations 0.4348243688254665 0.18683916444597268 0.4567276516905974 0.75 0.55 0.26864229966772274 0.14199423007573025 0.0 0.3137254901960785 0.3 0.0 0.1794871794871795 0.18181818181818182 0.0
have 0.305155020378655 0.04641304570833625 0.30580841247696355 0.5794561933534743 0.09516616314199396 0.1008196390263877 0.046347330701858556 0.05598093177817918 0.13589242343463065 0.013897280966767372 0.022155085599194366 0.016112789526686808 0.06303213402911287 0.06738473663470382
lost 0.331503841931943 0.05219477505216352 0.3313065813297401 0.6 0.13636363636363633 0.1117378873348273 0.05615841064813297 0.06064169027131991 0.14616755793226385 0.03636363636363636 0.045454545454545456 0.013986013986013988 0.06611570247933883 0.07905138339920949
ability 0.4281695938529089 0.07459920055015903 0.4287575266327003 0.825 0.2 0.15133104087783017 0.09211593941579516 0.07671957671957672 0.2058823529411765 0.025 0.04166666666666667 0.03525641025641026 0.10795454545454544 0.09782608695652174
fly 0.41389956092206365 0.06376257199346687 0.4105257063455304 0.65 0.1 0.13163588594389924 0.0601785070320952 0.032578875171467764 0.1519607843137255 0.0 0.0 0.012820512820512822 0.09090909090909091 0.05434782608695653
because 0.4194237875110156 0.08132704072799213 0.4246813535217791 0.7957746478873239 0.19154929577464785 0.1505761250137406 0.054156529512451555 0.05325781851603447 0.20243026788180057 0.03943661971830986 0.025821596244131453 0.043698085951607075 0.07106274007682457 0.06613594611145131
nutrients 0.7634467618002195 0.17884466603627613 0.7176470588235292 1.0 0.6 0.32578626072173716 0.22953479985575187 0.13227513227513227 0.35294117647058826 0.2 0.16666666666666669 0.10256410256410257 0.22727272727272727 0.1739130434782609
at 0.17982609503912753 0.02328123830149491 0.1825119529650824 0.3439516129032258 0.039516129032258054 0.05696074741195152 0.028417749496876563 0.0411862408576865 0.07645477545857053 0.014516129032258063 0.016129032258064512 0.004962779156327543 0.04160557184750732 0.04908835904628331
shoreline 0.580543358946213 0.15120777099630364 0.5450440018527095 0.9 0.35 0.21006877366509547 0.03254597908402452 0.027826768567509305 0.25490196078431376 0.1 0.0 0.10256410256410257 0.06818181818181818 0.02173913043478261
so 0.1959248079034029 0.027608650268325333 0.19770290478396077 0.3707142857142857 0.04357142857142857 0.06199013103425436 0.026975683890577504 0.03517118781669046 0.08249299719887955 0.014285714285714285 0.026190476190476195 0.006410256410256411 0.036363636363636355 0.044409937888198754
rich 0.35729967069154783 0.06543167426000746 0.3618341824918944 0.7 0.2333333333333333 0.1352291167606831 0.10319749969948311 0.03566529492455418 0.18954248366013077 0.06666666666666667 0.05555555555555556 0.025641025641025644 0.16666666666666663 0.057971014492753624
no 0.2185432021326643 0.02752145988628409 0.21904761904761905 0.40952380952380957 0.049523809523809526 0.06873833993840175 0.03836312743633336 0.051456192902401006 0.09112978524743233 0.009523809523809525 0.014285714285714287 0.0063492063492063475 0.05497835497835498 0.06335403726708076
need 0.3347206976460545 0.055118580284057805 0.3345997375328083 0.6 0.15 0.11763859911221015 0.05554553832592058 0.0707481437934113 0.15305010893246188 0.016666666666666666 0.02314814814814815 0.028490028490028487 0.07196969696969696 0.0821256038647343
leave 0.43453747131024845 0.08468072802294414 0.42427681165522757 0.7363636363636366 0.2 0.15248224459259155 0.05043766186932432 0.06069513476920885 0.18894830659536543 0.07272727272727272 0.045454545454545456 0.03962703962703962 0.07851239669421486 0.07905138339920949
island 0.41090376875228685 0.07355034050641374 0.4030219751942771 0.7333333333333332 0.15555555555555556 0.14717220891395996 0.07993749248707777 0.07124349511180786 0.1895424836601307 0.0 0.05555555555555556 0.042735042735042736 0.10606060606060605 0.08695652173913045
fernandina 0.6125137211855104 0.37939482506662087 0.6226195990207105 0.95 0.8 0.5501893207634649 0.2152001442481067 0.22055653537135017 0.5686274509803921 0.0 0.0 0.44871794871794873 0.22727272727272727 0.1739130434782609
lies 0.41684961580680585 0.07500214905871229 0.40780486997948795 0.6928571428571428 0.16428571428571426 0.14663251901486968 0.06898150533202822 0.06679544245681811 0.1834733893557423 0.04285714285714286 0.023809523809523808 0.03663003663003663 0.10064935064935063 0.08385093167701863
far 0.34621888628474795 0.04962350814667501 0.3477285530087753 0.6054054054054053 0.11351351351351353 0.11363631617089621 0.046939113653863024 0.07457192642377827 0.14255431902490728 0.02702702702702703 0.03603603603603604 0.017325017325017327 0.0687960687960688 0.08343125734430083
western 0.5386937431394073 0.09898564428780195 0.4970974216458236 0.9666666666666666 0.3333333333333333 0.18919197382994615 0.07699242697439597 0.07773205304069503 0.2614379084967321 0.06666666666666667 0.0 0.07692307692307693 0.12121212121212123 0.08695652173913045
